school,source_file,source_title,source_report_date,jmtes,student_id,grade,female,gender,black,race_ethnicity,age,meal_status,entry_code,report_school_days,full_school_year_days,unexcused_absences,excused_absences,total_absences,unexcused_pct,excused_pct,total_pct,propensity,overlap_weight
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406689,05,0.0,Male,1.0,Black,11.0,03,R,170.0,170.0,18.0,0.0,18.0,10.588235294117647,0.0,10.588235294117647,0.3569227732070188,0.6430772267929812
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412610,02,1.0,Female,1.0,Black,7.0,03,S,170.0,170.0,22.0,3.0,25.0,12.941176470588237,1.7647058823529411,14.705882352941178,0.6120169567564653,0.3879830432435347
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406949,03,0.0,Male,0.0,NonBlack,9.0,05,R,170.0,170.0,10.0,10.0,20.0,5.88235294117647,5.88235294117647,11.76470588235294,0.4080456252027806,0.5919543747972194
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408602,03,0.0,Male,0.0,NonBlack,8.0,05,R,170.0,170.0,3.0,23.0,26.0,1.7647058823529411,13.529411764705882,15.294117647058824,0.41175479848732005,0.58824520151268
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600405562,04,1.0,Female,0.0,NonBlack,10.0,05,R,170.0,170.0,17.0,8.0,25.0,10.0,4.705882352941177,14.705882352941178,0.4148067651589952,0.5851932348410047
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406322,04,1.0,Female,0.0,NonBlack,10.0,05,R,170.0,170.0,10.0,4.0,14.0,5.88235294117647,2.3529411764705883,8.235294117647058,0.4148067651589952,0.5851932348410047
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411674,01,1.0,Female,1.0,Black,7.0,04,R,170.0,170.0,14.0,3.0,17.0,8.235294117647058,1.7647058823529411,10.0,0.3590966116421836,0.6409033883578164
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412517,04,0.0,Male,1.0,Black,10.0,05,C,170.0,170.0,20.0,10.0,30.0,11.76470588235294,5.88235294117647,17.647058823529413,0.5037059209999926,0.49629407900000744
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408958,03,1.0,Female,0.0,NonBlack,9.0,04,R,170.0,170.0,10.0,6.0,16.0,5.88235294117647,3.5294117647058822,9.411764705882353,0.3207113818541465,0.6792886181458535
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408041,04,1.0,Female,1.0,Black,9.0,05,R,170.0,170.0,16.0,0.0,16.0,9.411764705882353,0.0,9.411764705882353,0.5032205969282434,0.4967794030717566
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409876,KF,1.0,Female,1.0,Black,5.0,04,R,170.0,170.0,27.0,0.0,27.0,15.88235294117647,0.0,15.88235294117647,0.3062563474499991,0.6937436525500009
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410311,02,0.0,Male,0.0,NonBlack,8.0,05,R,170.0,170.0,7.0,2.0,9.0,4.117647058823529,1.1764705882352942,5.294117647058823,0.43360600605969885,0.5663939939403011
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412771,KF,1.0,Female,0.0,NonBlack,7.0,03,R,170.0,170.0,10.0,3.0,13.0,5.88235294117647,1.7647058823529411,7.647058823529412,0.2612127920127373,0.7387872079872627
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410595,02,0.0,Male,0.0,NonBlack,9.0,05,R,170.0,170.0,3.0,7.0,10.0,1.7647058823529411,4.117647058823529,5.88235294117647,0.42984382806716126,0.5701561719328387
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410517,02,1.0,Female,1.0,Black,8.0,04,R,170.0,170.0,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.42459694542349635,0.5754030545765036
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410407,01,1.0,Female,1.0,Black,7.0,04,R,170.0,170.0,13.0,3.0,16.0,7.647058823529412,1.7647058823529411,9.411764705882353,0.3590966116421836,0.6409033883578164
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409200,03,1.0,Female,1.0,Black,8.0,04,R,170.0,170.0,13.0,1.0,14.0,7.647058823529412,0.5882352941176471,8.235294117647058,0.4028768081917016,0.5971231918082984
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412149,KF,1.0,Female,1.0,Black,5.0,04,R,170.0,170.0,11.0,3.0,14.0,6.470588235294119,1.7647058823529411,8.235294117647058,0.3062563474499991,0.6937436525500009
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600404981,05,1.0,Female,1.0,Black,11.0,05,R,170.0,170.0,4.0,2.0,6.0,2.3529411764705883,1.1764705882352942,3.5294117647058822,0.42845552319359814,0.5715444768064019
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408749,02,1.0,Female,1.0,Black,8.0,04,R,170.0,170.0,7.0,1.0,8.0,4.117647058823529,0.5882352941176471,4.705882352941177,0.42459694542349635,0.5754030545765036
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409877,KF,1.0,Female,1.0,Black,6.0,05,R,170.0,170.0,23.0,0.0,23.0,13.529411764705882,0.0,13.529411764705882,0.39691961067786735,0.6030803893221326
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411363,04,0.0,Male,1.0,Black,10.0,04,R,170.0,170.0,17.0,2.0,19.0,10.0,1.1764705882352942,11.176470588235295,0.3885540581161595,0.6114459418838405
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411361,03,1.0,Female,1.0,Black,9.0,04,R,170.0,170.0,35.0,1.0,36.0,20.588235294117645,0.5882352941176471,21.176470588235293,0.39919333742627594,0.6008066625737241
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410503,02,0.0,Male,1.0,Black,8.0,04,R,170.0,170.0,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411,0.41576709427074504,0.584232905729255
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409309,03,1.0,Female,1.0,Black,9.0,04,R,170.0,170.0,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411,0.39919333742627594,0.6008066625737241
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408350,04,1.0,Female,1.0,Black,10.0,04,R,170.0,170.0,10.0,2.0,12.0,5.88235294117647,1.1764705882352942,7.0588235294117645,0.3971988908994187,0.6028011091005814
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413144,01,0.0,Male,1.0,Black,8.0,03,R,170.0,170.0,14.0,0.0,14.0,8.235294117647058,0.0,8.235294117647058,0.38213076299016857,0.6178692370098314
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408289,04,0.0,Male,0.0,NonBlack,10.0,01,R,170.0,170.0,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411,0.29675037533064563,0.7032496246693544
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409340,03,0.0,Male,0.0,NonBlack,9.0,02,R,170.0,170.0,14.0,1.0,15.0,8.235294117647058,0.5882352941176471,8.823529411764707,0.4535509069139689,0.5464490930860311
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411916,02,0.0,Male,0.0,NonBlack,8.0,03,R,170.0,170.0,8.0,30.0,38.0,4.705882352941177,17.647058823529413,22.35294117647059,0.3701672037032903,0.6298327962967096
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409019,01,1.0,Female,1.0,Black,7.0,01,R,170.0,170.0,16.0,4.0,20.0,9.411764705882353,2.3529411764705883,11.76470588235294,0.3436576738555143,0.6563423261444856
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410405,KF,0.0,Male,1.0,Black,6.0,01,R,170.0,170.0,10.0,2.0,12.0,5.88235294117647,1.1764705882352942,7.0588235294117645,0.2815051030475789,0.7184948969524211
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413217,01,1.0,Female,1.0,Black,7.0,03,C,170.0,170.0,4.0,2.0,6.0,2.3529411764705883,1.1764705882352942,3.5294117647058822,0.40723321735987855,0.5927667826401215
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408738,01,0.0,Male,1.0,Black,7.0,05,R,170.0,170.0,10.0,1.0,11.0,5.88235294117647,0.5882352941176471,6.470588235294119,0.4499597498874296,0.5500402501125704
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408795,02,0.0,Male,1.0,Black,9.0,01,R,170.0,170.0,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.3957373060402496,0.6042626939597504
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408506,01,0.0,Male,1.0,Black,7.0,02,R,170.0,170.0,7.0,2.0,9.0,4.117647058823529,1.1764705882352942,5.294117647058823,0.4962209740496304,0.5037790259503696
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410252,03,1.0,Female,1.0,Black,9.0,05,R,170.0,170.0,13.0,0.0,13.0,7.647058823529412,0.0,7.647058823529412,0.5014676650481419,0.4985323349518581
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409879,KF,1.0,Female,1.0,Black,6.0,05,R,170.0,170.0,10.0,0.0,10.0,5.88235294117647,0.0,5.88235294117647,0.39691961067786735,0.6030803893221326
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600404972,04,0.0,Male,0.0,NonBlack,10.0,05,R,170.0,170.0,3.0,9.0,12.0,1.7647058823529411,5.294117647058823,7.0588235294117645,0.40603684090745235,0.5939631590925476
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406821,03,0.0,Male,1.0,Black,9.0,01,R,170.0,170.0,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235,0.3745325405799765,0.6254674594200236
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407222,02,1.0,Female,1.0,Black,8.0,01,R,170.0,170.0,1.0,6.0,7.0,0.5882352941176471,3.5294117647058822,4.117647058823529,0.40813523141371255,0.5918647685862874
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409394,01,0.0,Male,0.0,NonBlack,6.0,03,R,170.0,170.0,11.0,3.0,14.0,6.470588235294119,1.7647058823529411,8.235294117647058,0.3118420219466133,0.6881579780533866
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413137,KF,1.0,Female,0.0,NonBlack,6.0,03,S,170.0,170.0,8.0,6.0,14.0,4.705882352941177,3.5294117647058822,8.235294117647058,0.3940552031621446,0.6059447968378554
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411499,03,0.0,Male,1.0,Black,9.0,02,R,170.0,170.0,2.0,0.0,2.0,1.1764705882352942,0.0,1.1764705882352942,0.5387579735006609,0.4612420264993391
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411350,KF,0.0,Male,1.0,Black,6.0,02,R,170.0,170.0,1.0,1.0,2.0,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.4331909429160392,0.5668090570839608
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411498,01,1.0,Female,1.0,Black,7.0,02,R,170.0,170.0,2.0,0.0,2.0,1.1764705882352942,0.0,1.1764705882352942,0.5052817246413973,0.4947182753586027
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410345,KF,1.0,Female,1.0,Black,6.0,05,R,170.0,170.0,16.0,1.0,17.0,9.411764705882353,0.5882352941176471,10.0,0.39691961067786735,0.6030803893221326
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412350,KF,0.0,Male,0.0,NonBlack,5.0,05,R,170.0,170.0,0.0,4.0,4.0,0.0,2.3529411764705883,2.3529411764705883,0.31412524555073423,0.6858747544492658
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408393,04,1.0,Female,0.0,NonBlack,10.0,04,R,170.0,170.0,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707,0.31890091850418806,0.681099081495812
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408571,02,1.0,Female,0.0,NonBlack,7.0,04,R,170.0,170.0,14.0,0.0,14.0,8.235294117647058,0.0,8.235294117647058,0.3474486718092913,0.6525513281907087
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413147,KF,0.0,Male,1.0,Black,6.0,04,HS,170.0,170.0,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411,0.9999999999999993,6.661338147750939e-16
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413148,01,1.0,Female,1.0,Black,7.0,04,HS,170.0,170.0,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823,0.9999999999999993,6.661338147750939e-16
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409872,05,1.0,Female,1.0,Black,10.0,04,R,170.0,170.0,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119,0.33458528659223796,0.665414713407762
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412581,KF,0.0,Male,1.0,Black,6.0,02,R,170.0,170.0,26.0,10.0,36.0,15.294117647058824,5.88235294117647,21.176470588235293,0.4331909429160392,0.5668090570839608
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409364,02,1.0,Female,0.0,NonBlack,8.0,02,R,170.0,170.0,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.48870376532511883,0.5112962346748812
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406729,05,1.0,Female,0.0,NonBlack,10.0,02,R,170.0,170.0,13.0,8.0,21.0,7.647058823529412,4.705882352941177,12.352941176470589,0.39441748243659175,0.6055825175634082
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408879,03,1.0,Female,0.0,NonBlack,9.0,02,R,170.0,170.0,9.0,1.0,10.0,5.294117647058823,0.5882352941176471,5.88235294117647,0.46254789026864335,0.5374521097313567
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411482,01,1.0,Female,0.0,NonBlack,7.0,03,R,170.0,170.0,17.0,16.0,33.0,10.0,9.411764705882353,19.411764705882355,0.3163466564037606,0.6836533435962394
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600405544,04,1.0,Female,0.0,NonBlack,10.0,04,R,170.0,170.0,12.0,19.0,31.0,7.0588235294117645,11.176470588235295,18.235294117647058,0.31890091850418806,0.681099081495812
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408507,01,0.0,Male,1.0,Black,7.0,03,R,170.0,170.0,8.0,6.0,14.0,4.705882352941177,3.5294117647058822,8.235294117647058,0.38575788027435853,0.6142421197256415
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408827,02,0.0,Male,1.0,Black,8.0,05,R,170.0,170.0,23.0,0.0,23.0,13.529411764705882,0.0,13.529411764705882,0.5186222651428299,0.48137773485717006
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411864,KF,1.0,Female,1.0,Black,6.0,04,R,170.0,170.0,25.0,0.0,25.0,14.705882352941178,0.0,14.705882352941178,0.30300799522513006,0.6969920047748699
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411324,03,1.0,Female,1.0,Black,9.0,03,R,170.0,170.0,3.0,2.0,5.0,1.7647058823529411,1.1764705882352942,2.941176470588235,0.435738559396065,0.564261440603935
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411321,01,1.0,Female,1.0,Black,7.0,03,R,170.0,170.0,5.0,1.0,6.0,2.941176470588235,0.5882352941176471,3.5294117647058822,0.3943806278085283,0.6056193721914718
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410495,03,1.0,Female,0.0,NonBlack,9.0,03,R,170.0,170.0,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823,0.35430882077640913,0.6456911792235909
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410494,02,0.0,Male,0.0,NonBlack,7.0,03,R,170.0,170.0,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119,0.37374945508540275,0.6262505449145972
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411527,03,1.0,Female,0.0,NonBlack,11.0,02,R,170.0,170.0,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883,0.45493289271996673,0.5450671072800333
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407349,04,0.0,Male,1.0,Black,10.0,05,R,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49032714937382893,0.5096728506261711
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412193,02,0.0,Male,1.0,Black,8.0,06,C,170.0,170.0,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.4010816662607963,0.5989183337392037
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408980,02,0.0,Male,1.0,Black,7.0,04,R,170.0,170.0,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.4194967161084196,0.5805032838915805
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408396,05,1.0,Female,1.0,Black,11.0,05,R,170.0,170.0,12.0,0.0,12.0,7.0588235294117645,0.0,7.0588235294117645,0.42845552319359814,0.5715444768064019
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412697,KF,1.0,Female,1.0,Black,6.0,05,R,170.0,170.0,27.0,0.0,27.0,15.88235294117647,0.0,15.88235294117647,0.39691961067786735,0.6030803893221326
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406767,04,1.0,Female,1.0,Black,10.0,03,S,170.0,170.0,12.0,3.0,15.0,7.0588235294117645,1.7647058823529411,8.823529411764707,0.5810886174848567,0.41891138251514326
