school,jmtes,student_id,grade,female,gender,black,race_ethnicity,age,meal_status,entry_code,report_school_days,full_school_year_days,unexcused_absences,excused_absences,total_absences,unexcused_pct,excused_pct,total_pct
JMTES,1,600408289,04,0,Male,0,NonBlack,10,01,R,170,170,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411
JMTES,1,600409340,03,0,Male,0,NonBlack,9,02,R,170,170,14.0,1.0,15.0,8.235294117647058,0.5882352941176471,8.823529411764707
JMTES,1,600411916,02,0,Male,0,NonBlack,8,03,R,170,170,8.0,30.0,38.0,4.705882352941177,17.647058823529413,22.35294117647059
JMTES,1,600409019,01,1,Female,1,Black,7,01,R,170,170,16.0,4.0,20.0,9.411764705882353,2.3529411764705883,11.76470588235294
JMTES,1,600410405,KF,0,Male,1,Black,6,01,R,170,170,10.0,2.0,12.0,5.88235294117647,1.1764705882352942,7.0588235294117645
JMTES,1,600413217,01,1,Female,1,Black,7,03,C,170,170,4.0,2.0,6.0,2.3529411764705883,1.1764705882352942,3.5294117647058822
JMTES,1,600408738,01,0,Male,1,Black,7,05,R,170,170,10.0,1.0,11.0,5.88235294117647,0.5882352941176471,6.470588235294119
JMTES,1,600408795,02,0,Male,1,Black,9,01,R,170,170,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823
JMTES,1,600408506,01,0,Male,1,Black,7,02,R,170,170,7.0,2.0,9.0,4.117647058823529,1.1764705882352942,5.294117647058823
JMTES,1,600410252,03,1,Female,1,Black,9,05,R,170,170,13.0,0.0,13.0,7.647058823529412,0.0,7.647058823529412
JMTES,1,600409879,KF,1,Female,1,Black,6,05,R,170,170,10.0,0.0,10.0,5.88235294117647,0.0,5.88235294117647
JMTES,1,600404972,04,0,Male,0,NonBlack,10,05,R,170,170,3.0,9.0,12.0,1.7647058823529411,5.294117647058823,7.0588235294117645
JMTES,1,600406821,03,0,Male,1,Black,9,01,R,170,170,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235
JMTES,1,600407222,02,1,Female,1,Black,8,01,R,170,170,1.0,6.0,7.0,0.5882352941176471,3.5294117647058822,4.117647058823529
JMTES,1,600409394,01,0,Male,0,NonBlack,6,03,R,170,170,11.0,3.0,14.0,6.470588235294119,1.7647058823529411,8.235294117647058
JMTES,1,600413137,KF,1,Female,0,NonBlack,6,03,S,170,170,8.0,6.0,14.0,4.705882352941177,3.5294117647058822,8.235294117647058
JMTES,1,600411499,03,0,Male,1,Black,9,02,R,170,170,2.0,0.0,2.0,1.1764705882352942,0.0,1.1764705882352942
JMTES,1,600411350,KF,0,Male,1,Black,6,02,R,170,170,1.0,1.0,2.0,0.5882352941176471,0.5882352941176471,1.1764705882352942
JMTES,1,600411498,01,1,Female,1,Black,7,02,R,170,170,2.0,0.0,2.0,1.1764705882352942,0.0,1.1764705882352942
JMTES,1,600410345,KF,1,Female,1,Black,6,05,R,170,170,16.0,1.0,17.0,9.411764705882353,0.5882352941176471,10.0
JMTES,1,600412350,KF,0,Male,0,NonBlack,5,05,R,170,170,0.0,4.0,4.0,0.0,2.3529411764705883,2.3529411764705883
JMTES,1,600408393,04,1,Female,0,NonBlack,10,04,R,170,170,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707
JMTES,1,600408571,02,1,Female,0,NonBlack,7,04,R,170,170,14.0,0.0,14.0,8.235294117647058,0.0,8.235294117647058
JMTES,1,600413147,KF,0,Male,1,Black,6,04,HS,170,170,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411
JMTES,1,600413148,01,1,Female,1,Black,7,04,HS,170,170,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823
JMTES,1,600409872,05,1,Female,1,Black,10,04,R,170,170,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119
JMTES,1,600412581,KF,0,Male,1,Black,6,02,R,170,170,26.0,10.0,36.0,15.294117647058824,5.88235294117647,21.176470588235293
JMTES,1,600409364,02,1,Female,0,NonBlack,8,02,R,170,170,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645
JMTES,1,600406729,05,1,Female,0,NonBlack,10,02,R,170,170,13.0,8.0,21.0,7.647058823529412,4.705882352941177,12.352941176470589
JMTES,1,600408879,03,1,Female,0,NonBlack,9,02,R,170,170,9.0,1.0,10.0,5.294117647058823,0.5882352941176471,5.88235294117647
JMTES,1,600411482,01,1,Female,0,NonBlack,7,03,R,170,170,17.0,16.0,33.0,10.0,9.411764705882353,19.411764705882355
JMTES,1,600405544,04,1,Female,0,NonBlack,10,04,R,170,170,12.0,19.0,31.0,7.0588235294117645,11.176470588235295,18.235294117647058
JMTES,1,600408507,01,0,Male,1,Black,7,03,R,170,170,8.0,6.0,14.0,4.705882352941177,3.5294117647058822,8.235294117647058
JMTES,1,600408827,02,0,Male,1,Black,8,05,R,170,170,23.0,0.0,23.0,13.529411764705882,0.0,13.529411764705882
JMTES,1,600411864,KF,1,Female,1,Black,6,04,R,170,170,25.0,0.0,25.0,14.705882352941178,0.0,14.705882352941178
JMTES,1,600411324,03,1,Female,1,Black,9,03,R,170,170,3.0,2.0,5.0,1.7647058823529411,1.1764705882352942,2.941176470588235
JMTES,1,600411321,01,1,Female,1,Black,7,03,R,170,170,5.0,1.0,6.0,2.941176470588235,0.5882352941176471,3.5294117647058822
JMTES,1,600410495,03,1,Female,0,NonBlack,9,03,R,170,170,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823
JMTES,1,600410494,02,0,Male,0,NonBlack,7,03,R,170,170,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119
JMTES,1,600411527,03,1,Female,0,NonBlack,11,02,R,170,170,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883
JMTES,1,600407349,04,0,Male,1,Black,10,05,R,170,170,0,0,0.0,0.0,0.0,0.0
JMTES,1,600412193,02,0,Male,1,Black,8,06,C,170,170,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823
JMTES,1,600408980,02,0,Male,1,Black,7,04,R,170,170,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645
JMTES,1,600408396,05,1,Female,1,Black,11,05,R,170,170,12.0,0.0,12.0,7.0588235294117645,0.0,7.0588235294117645
JMTES,1,600412697,KF,1,Female,1,Black,6,05,R,170,170,27.0,0.0,27.0,15.88235294117647,0.0,15.88235294117647
JMTES,1,600406767,04,1,Female,1,Black,10,03,S,170,170,12.0,3.0,15.0,7.0588235294117645,1.7647058823529411,8.823529411764707
JMTES,1,600407799,04,1,Female,1,Black,10,03,R,170,170,23.0,2.0,25.0,13.529411764705882,1.1764705882352942,14.705882352941178
JMTES,1,600403464,05,0,Male,1,Black,11,02,R,170,170,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235
JMTES,1,600409342,01,0,Male,1,Black,7,05,R,170,170,6.0,22.0,28.0,3.5294117647058822,12.941176470588237,16.470588235294116
JMTES,1,600408921,03,1,Female,1,Black,10,05,R,170,170,4.0,3.0,7.0,2.3529411764705883,1.7647058823529411,4.117647058823529
JMTES,1,600411900,02,1,Female,1,Black,7,05,R,170,170,19.0,1.0,20.0,11.176470588235295,0.5882352941176471,11.76470588235294
JMTES,1,600405218,05,0,Male,1,Black,11,05,R,170,170,12.0,1.0,13.0,7.0588235294117645,0.5882352941176471,7.647058823529412
JMTES,1,600407431,02,1,Female,1,Black,8,05,R,170,170,9.0,2.0,11.0,5.294117647058823,1.1764705882352942,6.470588235294119
JMTES,1,600412786,04,1,Female,0,NonBlack,10,05,C,170,170,13.0,1.0,14.0,7.647058823529412,0.5882352941176471,8.235294117647058
JMTES,1,600412788,02,1,Female,0,NonBlack,8,05,C,170,170,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645
JMTES,1,600407872,04,0,Male,0,NonBlack,9,05,R,170,170,0,0,0.0,0.0,0.0,0.0
JMTES,1,600407908,02,0,Male,0,NonBlack,8,05,R,170,170,4.0,1.0,5.0,2.3529411764705883,0.5882352941176471,2.941176470588235
JMTES,1,600409020,01,1,Female,1,Black,7,05,R,170,170,7.0,0.0,7.0,4.117647058823529,0.0,4.117647058823529
JMTES,1,600410334,05,1,Female,1,Black,10,04,R,170,170,6.0,3.0,9.0,3.5294117647058822,1.7647058823529411,5.294117647058823
JMTES,1,600407465,03,0,Male,1,Black,9,04,R,170,170,8.0,2.0,10.0,4.705882352941177,1.1764705882352942,5.88235294117647
JMTES,1,600408740,01,1,Female,1,Black,7,01,R,170,170,19.0,1.0,20.0,11.176470588235295,0.5882352941176471,11.76470588235294
JMTES,1,600408026,04,0,Male,1,Black,11,05,R,170,170,3.0,2.0,5.0,1.7647058823529411,1.1764705882352942,2.941176470588235
JMTES,1,600408024,04,0,Male,1,Black,11,05,R,170,170,2.0,1.0,3.0,1.1764705882352942,0.5882352941176471,1.7647058823529411
JMTES,1,600410469,03,0,Male,0,NonBlack,9,05,R,170,170,8.0,0.0,8.0,4.705882352941177,0.0,4.705882352941177
JMTES,1,600411380,03,1,Female,0,NonBlack,8,01,R,170,170,13.0,2.0,15.0,7.647058823529412,1.1764705882352942,8.823529411764707
JMTES,1,600411379,04,1,Female,0,NonBlack,10,01,R,170,170,14.0,1.0,15.0,8.235294117647058,0.5882352941176471,8.823529411764707
JMTES,1,600409738,01,1,Female,1,Black,7,05,R,170,170,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707
JMTES,1,600411633,KF,0,Male,1,Black,6,05,R,170,170,30.0,0.0,30.0,17.647058823529413,0.0,17.647058823529413
JMTES,1,600412351,KF,0,Male,0,NonBlack,6,01,R,170,170,6.0,7.0,13.0,3.5294117647058822,4.117647058823529,7.647058823529412
JMTES,1,600412663,KF,0,Male,1,Black,6,03,R,170,170,12.0,16.0,28.0,7.0588235294117645,9.411764705882353,16.470588235294116
JMTES,1,600407231,02,1,Female,1,Black,7,05,R,170,170,16.0,2.0,18.0,9.411764705882353,1.1764705882352942,10.588235294117647
JMTES,1,600409035,01,1,Female,1,Black,7,05,R,170,170,21.0,21.0,42.0,12.352941176470589,12.352941176470589,24.705882352941178
JMTES,1,600408189,04,0,Male,1,Black,11,04,R,170,170,12.0,6.0,18.0,7.0588235294117645,3.5294117647058822,10.588235294117647
JMTES,1,600408544,03,0,Male,1,Black,9,04,R,170,170,0.0,1.0,1.0,0.0,0.5882352941176471,0.5882352941176471
JMTES,1,600407336,03,0,Male,1,Black,9,04,R,170,170,3.0,1.0,4.0,1.7647058823529411,0.5882352941176471,2.3529411764705883
JMTES,1,600411932,01,0,Male,1,Black,6,04,R,170,170,33.0,1.0,34.0,19.411764705882355,0.5882352941176471,20.0
JMTES,1,600411524,01,0,Male,1,Black,7,01,R,170,170,16.0,5.0,21.0,9.411764705882353,2.941176470588235,12.352941176470589
JMTES,1,600411819,03,1,Female,1,Black,9,04,R,170,170,18.0,4.0,22.0,10.588235294117647,2.3529411764705883,12.941176470588237
JMTES,1,600405114,04,0,Male,1,Black,10,04,R,170,170,6.0,14.0,20.0,3.5294117647058822,8.235294117647058,11.76470588235294
JMTES,1,600412515,02,1,Female,1,Black,8,05,C,170,170,30.0,7.0,37.0,17.647058823529413,4.117647058823529,21.764705882352942
JMTES,1,600412288,02,0,Male,0,NonBlack,9,04,R,170,170,1.0,2.0,3.0,0.5882352941176471,1.1764705882352942,1.7647058823529411
JMTES,1,600411786,01,0,Male,0,NonBlack,6,04,R,170,170,7.0,0.0,7.0,4.117647058823529,0.0,4.117647058823529
JMTES,1,600409371,04,1,Female,0,NonBlack,10,03,R,170,170,7.0,3.0,10.0,4.117647058823529,1.7647058823529411,5.88235294117647
JMTES,1,600411785,03,1,Female,0,NonBlack,10,04,R,170,170,8.0,0.0,8.0,4.705882352941177,0.0,4.705882352941177
JMTES,1,600411574,01,1,Female,1,Black,7,04,R,170,170,19.0,1.0,20.0,11.176470588235295,0.5882352941176471,11.76470588235294
JMTES,1,600412432,04,1,Female,0,NonBlack,10,01,R,170,170,6.0,0.0,6.0,3.5294117647058822,0.0,3.5294117647058822
JMTES,1,600409299,03,1,Female,0,NonBlack,9,03,R,170,170,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119
JMTES,1,600410973,02,0,Male,0,NonBlack,8,04,R,170,170,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823
JMTES,1,600410972,04,1,Female,0,NonBlack,10,04,R,170,170,6.0,0.0,6.0,3.5294117647058822,0.0,3.5294117647058822
JMTES,1,600405711,05,1,Female,1,Black,11,04,R,170,170,4.0,4.0,8.0,2.3529411764705883,2.3529411764705883,4.705882352941177
JMTES,1,600412302,05,1,Female,1,Black,11,03,R,170,170,13.0,1.0,14.0,7.647058823529412,0.5882352941176471,8.235294117647058
JMTES,1,600410733,05,0,Male,1,Black,11,05,R,170,170,4.0,2.0,6.0,2.3529411764705883,1.1764705882352942,3.5294117647058822
JMTES,1,600408433,03,0,Male,0,NonBlack,10,03,S,170,170,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707
JMTES,1,600410730,03,1,Female,1,Black,9,05,R,170,170,6.0,2.0,8.0,3.5294117647058822,1.1764705882352942,4.705882352941177
JMTES,1,600410729,03,0,Male,1,Black,9,05,R,170,170,6.0,2.0,8.0,3.5294117647058822,1.1764705882352942,4.705882352941177
JMTES,1,600413111,04,1,Female,1,Black,10,03,S,170,170,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823
JMTES,1,600411515,KF,1,Female,1,Black,6,05,R,170,170,8.0,0.0,8.0,4.705882352941177,0.0,4.705882352941177
JMTES,1,600406328,04,0,Male,1,Black,10,04,R,170,170,7.0,3.0,10.0,4.117647058823529,1.7647058823529411,5.88235294117647
JMTES,1,600406341,03,1,Female,1,Black,9,04,R,170,170,8.0,2.0,10.0,4.705882352941177,1.1764705882352942,5.88235294117647
JMTES,1,600412178,03,1,Female,1,Black,9,05,C,170,170,8.0,0.0,8.0,4.705882352941177,0.0,4.705882352941177
JMTES,1,600409885,KF,1,Female,1,Black,6,05,R,170,170,15.0,11.0,26.0,8.823529411764707,6.470588235294119,15.294117647058824
JMTES,1,600409300,03,1,Female,0,NonBlack,9,05,R,170,170,20.0,7.0,27.0,11.76470588235294,4.117647058823529,15.88235294117647
JMTES,1,600412802,KF,1,Female,0,NonBlack,6,02,C,170,170,24.0,1.0,25.0,14.117647058823529,0.5882352941176471,14.705882352941178
JMTES,1,600409176,04,1,Female,1,Black,10,04,R,170,170,21.0,12.0,33.0,12.352941176470589,7.0588235294117645,19.411764705882355
JMTES,1,600408822,04,0,Male,0,NonBlack,10,03,R,170,170,2.0,2.0,4.0,1.1764705882352942,1.1764705882352942,2.3529411764705883
JMTES,1,600405910,04,0,Male,1,Black,10,04,R,170,170,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883
JMTES,1,600405911,05,0,Male,1,Black,11,04,R,170,170,2.0,0.0,2.0,1.1764705882352942,0.0,1.1764705882352942
JMTES,1,600412634,05,1,Female,1,Black,11,04,C,170,170,19.0,1.0,20.0,11.176470588235295,0.5882352941176471,11.76470588235294
JMTES,1,600411620,03,0,Male,1,Black,9,04,R,170,170,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707
JMTES,1,600411312,KF,0,Male,1,Black,6,05,R,170,170,16.0,0.0,16.0,9.411764705882353,0.0,9.411764705882353
JMTES,1,600409812,03,1,Female,1,Black,9,04,R,170,170,4.0,1.0,5.0,2.3529411764705883,0.5882352941176471,2.941176470588235
JMTES,1,600409014,03,0,Male,0,NonBlack,9,05,R,170,170,1.0,4.0,5.0,0.5882352941176471,2.3529411764705883,2.941176470588235
JMTES,1,600410455,05,0,Male,0,NonBlack,11,05,R,170,170,12.0,0.0,12.0,7.0588235294117645,0.0,7.0588235294117645
JMTES,1,600410454,02,1,Female,0,NonBlack,8,05,R,170,170,16.0,0.0,16.0,9.411764705882353,0.0,9.411764705882353
JMTES,1,600407490,04,1,Female,0,NonBlack,10,05,R,170,170,3.0,9.0,12.0,1.7647058823529411,5.294117647058823,7.0588235294117645
JMTES,1,600409887,KF,0,Male,0,NonBlack,6,05,R,170,170,0,0,0.0,0.0,0.0,0.0
JMTES,1,600408136,02,1,Female,0,NonBlack,8,05,R,170,170,1.0,1.0,2.0,0.5882352941176471,0.5882352941176471,1.1764705882352942
JMTES,1,600407486,03,0,Male,0,NonBlack,9,05,R,170,170,0.0,1.0,1.0,0.0,0.5882352941176471,0.5882352941176471
JMTES,1,600405127,04,0,Male,1,Black,10,02,R,170,170,2.0,0.0,2.0,1.1764705882352942,0.0,1.1764705882352942
JMTES,1,600413187,05,0,Male,1,Black,12,03,C,170,170,1.0,0.0,1.0,0.5882352941176471,0.0,0.5882352941176471
JMTES,1,600407239,02,1,Female,1,Black,8,02,R,170,170,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883
JMTES,1,600410043,KF,0,Male,1,Black,6,02,R,170,170,1.0,0.0,1.0,0.5882352941176471,0.0,0.5882352941176471
JMTES,1,600412696,01,0,Male,1,Black,8,05,C,170,170,20.0,7.0,27.0,11.76470588235294,4.117647058823529,15.88235294117647
JMTES,1,600412147,KF,0,Male,0,NonBlack,5,05,R,170,170,18.0,3.0,21.0,10.588235294117647,1.7647058823529411,12.352941176470589
JMTES,1,600407513,04,0,Male,0,NonBlack,10,05,R,170,170,11.0,3.0,14.0,6.470588235294119,1.7647058823529411,8.235294117647058
JMTES,1,600410215,02,1,Female,0,NonBlack,8,04,R,170,170,17.0,6.0,23.0,10.0,3.5294117647058822,13.529411764705882
JMTES,1,600410885,02,0,Male,1,Black,8,04,R,170,170,39.0,1.0,40.0,22.941176470588236,0.5882352941176471,23.52941176470588
JMTES,1,600406342,03,0,Male,0,NonBlack,9,05,R,170,170,13.0,5.0,18.0,7.647058823529412,2.941176470588235,10.588235294117647
JMTES,1,600405720,05,0,Male,1,Black,11,04,R,170,170,31.0,0.0,31.0,18.235294117647058,0.0,18.235294117647058
JMTES,1,600410512,02,0,Male,1,Black,8,04,R,170,170,43.0,3.0,46.0,25.294117647058822,1.7647058823529411,27.058823529411764
JMTES,1,600409888,KF,1,Female,0,NonBlack,6,05,R,170,170,6.0,3.0,9.0,3.5294117647058822,1.7647058823529411,5.294117647058823
JMTES,1,600412065,02,0,Male,1,Black,8,03,R,170,170,1.0,5.0,6.0,0.5882352941176471,2.941176470588235,3.5294117647058822
JMTES,1,600409403,02,0,Male,1,Black,8,05,R,170,170,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707
JMTES,1,600406329,04,1,Female,1,Black,10,05,R,170,170,11.0,4.0,15.0,6.470588235294119,2.3529411764705883,8.823529411764707
JMTES,1,600410491,02,1,Female,1,Black,8,04,R,170,170,18.0,7.0,25.0,10.588235294117647,4.117647058823529,14.705882352941178
JMTES,1,600411467,KF,0,Male,1,Black,6,04,R,170,170,19.0,8.0,27.0,11.176470588235295,4.705882352941177,15.88235294117647
JMTES,1,600407840,04,1,Female,1,Black,10,05,R,170,170,6.0,3.0,9.0,3.5294117647058822,1.7647058823529411,5.294117647058823
JMTES,1,600410754,01,0,Male,0,NonBlack,7,04,R,170,170,6.0,1.0,7.0,3.5294117647058822,0.5882352941176471,4.117647058823529
JMTES,1,600410652,04,1,Female,1,Black,10,04,R,170,170,15.0,0.0,15.0,8.823529411764707,0.0,8.823529411764707
JMTES,1,600407217,03,0,Male,1,Black,9,03,R,170,170,5.0,1.0,6.0,2.941176470588235,0.5882352941176471,3.5294117647058822
JMTES,1,600410183,KF,0,Male,0,NonBlack,5,05,R,170,170,8.0,1.0,9.0,4.705882352941177,0.5882352941176471,5.294117647058823
JMTES,1,600410321,02,0,Male,1,Black,8,04,R,170,170,6.0,2.0,8.0,3.5294117647058822,1.1764705882352942,4.705882352941177
JMTES,1,600406777,03,1,Female,1,Black,9,05,R,170,170,24.0,1.0,25.0,14.117647058823529,0.5882352941176471,14.705882352941178
JMTES,1,600407493,04,0,Male,1,Black,10,04,R,170,170,7.0,1.0,8.0,4.117647058823529,0.5882352941176471,4.705882352941177
JMTES,1,600411232,01,0,Male,1,Black,7,04,R,170,170,12.0,2.0,14.0,7.0588235294117645,1.1764705882352942,8.235294117647058
JMTES,1,600412038,01,0,Male,0,NonBlack,7,01,R,170,170,10.0,5.0,15.0,5.88235294117647,2.941176470588235,8.823529411764707
JMTES,1,600412039,01,1,Female,0,NonBlack,7,01,R,170,170,9.0,3.0,12.0,5.294117647058823,1.7647058823529411,7.0588235294117645
JMTES,1,600408511,01,1,Female,1,Black,7,04,R,170,170,12.0,3.0,15.0,7.0588235294117645,1.7647058823529411,8.823529411764707
JMTES,1,600413190,04,1,Female,0,NonBlack,10,03,C,170,170,2.0,2.0,4.0,1.1764705882352942,1.1764705882352942,2.3529411764705883
JMTES,1,600413077,02,1,Female,0,NonBlack,8,04,C,170,170,4.0,8.0,12.0,2.3529411764705883,4.705882352941177,7.0588235294117645
JMTES,1,600410839,02,1,Female,1,Black,7,04,R,170,170,10.0,0.0,10.0,5.88235294117647,0.0,5.88235294117647
JMTES,1,600407242,02,1,Female,1,Black,8,03,R,170,170,12.0,0.0,12.0,7.0588235294117645,0.0,7.0588235294117645
JMTES,1,600403599,05,0,Male,1,Black,11,04,R,170,170,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235
JMTES,1,600408378,04,1,Female,1,Black,9,01,R,170,170,1.0,0.0,1.0,0.5882352941176471,0.0,0.5882352941176471
JMTES,1,600406303,05,1,Female,1,Black,11,05,R,170,170,1.0,1.0,2.0,0.5882352941176471,0.5882352941176471,1.1764705882352942
JMTES,1,600406545,03,1,Female,0,NonBlack,9,01,R,170,170,13.0,9.0,22.0,7.647058823529412,5.294117647058823,12.941176470588237
JMTES,1,600411871,04,0,Male,0,NonBlack,10,03,R,170,170,12.0,2.0,14.0,7.0588235294117645,1.1764705882352942,8.235294117647058
JMTES,1,600407395,02,1,Female,1,Black,8,03,R,170,170,11.0,4.0,15.0,6.470588235294119,2.3529411764705883,8.823529411764707
JMTES,1,600411702,03,1,Female,1,Black,9,05,S,170,170,23.0,0.0,23.0,13.529411764705882,0.0,13.529411764705882
JMTES,1,600411705,04,1,Female,1,Black,10,05,S,170,170,24.0,0.0,24.0,14.117647058823529,0.0,14.117647058823529
