Student Id,Student Grade,Gender,Ethnic Name,Student Age,Meal Status Code,Student Status Current,Entry Date - E/W,Entry Code - E/W,Unexcused,Excused,L-1,L-2,L-3,L-4,Local,Transportation 1,Transportation 2,Transportation 3,Report School Days,Full School Year Days,Excused Absences Adjusted to 170-Day Year,Unexcused Absences Adjusted to 170-Day Year,Excused Absence %,Unexcused Absence %,Total Absences,Total Absences Adjusted to 170-Day Year,Total Absence %
600408980 ,02,Male  ,Black   ,7,04   ,A,46065.0,R    ,11.0,1.0,0,0,0,0,0,0,0,0,170,170,1,11,0.59,6.47,12,12,7.06
600408396 ,05,Female,Black   ,11,05   ,A,45887.0,R    ,12.0,0.0,0,0,0,0,0,0,0,0,170,170,0,12,0,7.06,12,12,7.06
600412697 ,KF,Female,Black   ,6,05   ,A,45887.0,R    ,27.0,0.0,0,0,0,0,0,0,0,0,170,170,0,27,0,15.88,27,27,15.88
600406767 ,04,Female,Black   ,10,03   ,A,45975.0,S    ,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170,170,3,12,1.76,7.06,15,15,8.82
600407799 ,04,Female,Black   ,10,03   ,A,45887.0,R    ,23.0,2.0,0,0,0,0,0,0,0,0,170,170,2,23,1.18,13.53,25,25,14.71
600403464 ,05,Male  ,Black   ,11,02   ,A,45887.0,R    ,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,170,170,0,5,0,2.94,5,5,2.94
600409342 ,01,Male  ,Black   ,7,05   ,A,45887.0,R    ,6.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,170,170,22,6,12.94,3.53,28,28,16.47
600408921 ,03,Female,Black   ,10,05   ,A,45887.0,R    ,4.0,3.0,0,0,0,0,0,0,0,0,170,170,3,4,1.76,2.35,7,7,4.12
600411900 ,02,Female,Black   ,7,05   ,A,45965.0,R    ,19.0,1.0,0,0,0,0,0,0,0,0,170,170,1,19,0.59,11.18,20,20,11.76
600405218 ,05,Male  ,Black   ,11,05   ,A,45887.0,R    ,12.0,1.0,0,0,0,0,0,0,0,0,170,170,1,12,0.59,7.06,13,13,7.65
600407431 ,02,Female,Black   ,8,05   ,A,45887.0,R    ,9.0,2.0,0,0,0,0,0,0,0,0,170,170,2,9,1.18,5.29,11,11,6.47
600412786 ,04,Female,NonBlack,10,05   ,A,45889.0,C    ,13.0,1.0,0,0,0,0,0,0,0,0,170,170,1,13,0.59,7.65,14,14,8.24
600412788 ,02,Female,NonBlack,8,05   ,A,45890.0,C    ,11.0,1.0,0,0,0,0,0,0,0,0,170,170,1,11,0.59,6.47,12,12,7.06
600407872 ,04,Male  ,NonBlack,9,05   ,A,45887.0,R    ,0,0,0,0,0,0,0,0,0,0,170,170,0,0,0,0,0,0,0
600407908 ,02,Male  ,NonBlack,8,05   ,A,45887.0,R    ,4.0,1.0,0,0,0,0,0,0,0,0,170,170,1,4,0.59,2.35,5,5,2.94
600409020 ,01,Female,Black   ,7,05   ,A,45887.0,R    ,7.0,0.0,0,0,0,0,0,0,0,0,170,170,0,7,0,4.12,7,7,4.12
600410334 ,05,Female,Black   ,10,04   ,A,45975.0,R    ,6.0,3.0,0,0,0,0,0,0,0,0,170,170,3,6,1.76,3.53,9,9,5.29
600407465 ,03,Male  ,Black   ,9,04   ,A,45975.0,R    ,8.0,2.0,0,0,0,0,0,0,0,0,170,170,2,8,1.18,4.71,10,10,5.88
600408740 ,01,Female,Black   ,7,01   ,A,45887.0,R    ,19.0,1.0,0,0,0,0,0,0,0,0,170,170,1,19,0.59,11.18,20,20,11.76
600408026 ,04,Male  ,Black   ,11,05   ,A,45887.0,R    ,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,170,170,2,3,1.18,1.76,5,5,2.94
600408024 ,04,Male  ,Black   ,11,05   ,A,45887.0,R    ,2.0,1.0,0,0,0,0,0,0,0,0,170,170,1,2,0.59,1.18,3,3,1.76
600410469 ,03,Male  ,NonBlack,9,05   ,A,45887.0,R    ,8.0,0.0,0,0,0,0,0,0,0,0,170,170,0,8,0,4.71,8,8,4.71
600411380 ,03,Female,NonBlack,8,01   ,A,45887.0,R    ,13.0,2.0,0,0,0,0,0,0,0,0,170,170,2,13,1.18,7.65,15,15,8.82
600411379 ,04,Female,NonBlack,10,01   ,A,45887.0,R    ,14.0,1.0,0,0,0,0,0,0,0,0,170,170,1,14,0.59,8.24,15,15,8.82
600409738 ,01,Female,Black   ,7,05   ,A,46042.0,R    ,15.0,0.0,0,0,0,0,0,0,0,0,170,170,0,15,0,8.82,15,15,8.82
600411633 ,KF,Male  ,Black   ,6,05   ,A,45887.0,R    ,30.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,170,170,0,30,0,17.65,30,30,17.65
600412351 ,KF,Male  ,NonBlack,6,01   ,A,45887.0,R    ,6.0,7.0,0,0,0,0,0,0,0,0,170,170,7,6,4.12,3.53,13,13,7.65
600412663 ,KF,Male  ,Black   ,6,03   ,A,45887.0,R    ,12.0,16.0,0,0,0,0,0,0,0,0,170,170,16,12,9.41,7.06,28,28,16.47
600407231 ,02,Female,Black   ,7,05   ,A,45887.0,R    ,16.0,2.0,0,0,0,0,0,0,0,0,170,170,2,16,1.18,9.41,18,18,10.59
600409035 ,01,Female,Black   ,7,05   ,A,45887.0,R    ,21.0,21.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,170,170,21,21,12.35,12.35,42,42,24.71
600408189 ,04,Male  ,Black   ,11,04   ,A,45887.0,R    ,12.0,6.0,0,0,0,0,0,0,0,0,170,170,6,12,3.53,7.06,18,18,10.59
600408544 ,03,Male  ,Black   ,9,04   ,A,45887.0,R    ,0.0,1.0,0,0,0,0,0,0,0,0,170,170,1,0,0.59,0,1,1,0.59
600407336 ,03,Male  ,Black   ,9,04   ,A,45887.0,R    ,3.0,1.0,0,0,0,0,0,0,0,0,170,170,1,3,0.59,1.76,4,4,2.35
600411932 ,01,Male  ,Black   ,6,04   ,A,45887.0,R    ,33.0,1.0,0,0,0,0,0,0,0,0,170,170,1,33,0.59,19.41,34,34,20
600411524 ,01,Male  ,Black   ,7,01   ,A,45887.0,R    ,16.0,5.0,0,0,0,0,0,0,0,0,170,170,5,16,2.94,9.41,21,21,12.35
600411819 ,03,Female,Black   ,9,04   ,A,45887.0,R    ,18.0,4.0,0,0,0,0,0,0,0,0,170,170,4,18,2.35,10.59,22,22,12.94
600405114 ,04,Male  ,Black   ,10,04   ,A,45887.0,R    ,6.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,170,170,14,6,8.24,3.53,20,20,11.76
600412515 ,02,Female,Black   ,8,05   ,A,45887.0,C    ,30.0,7.0,0,0,0,0,0,0,0,0,170,170,7,30,4.12,17.65,37,37,21.76
600412288 ,02,Male  ,NonBlack,9,04   ,A,45887.0,R    ,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,170,170,2,1,1.18,0.59,3,3,1.76
600411786 ,01,Male  ,NonBlack,6,04   ,A,45887.0,R    ,7.0,0.0,0,0,0,0,0,0,0,0,170,170,0,7,0,4.12,7,7,4.12
600409371 ,04,Female,NonBlack,10,03   ,A,45887.0,R    ,7.0,3.0,0,0,0,0,0,0,0,0,170,170,3,7,1.76,4.12,10,10,5.88
600411785 ,03,Female,NonBlack,10,04   ,A,45947.0,R    ,8.0,0.0,0,0,0,0,0,0,0,0,170,170,0,8,0,4.71,8,8,4.71
600411574 ,01,Female,Black   ,7,04   ,A,45887.0,R    ,19.0,1.0,0,0,0,0,0,0,0,0,170,170,1,19,0.59,11.18,20,20,11.76
600412432 ,04,Female,NonBlack,10,01   ,A,45887.0,R    ,6.0,0.0,0,0,0,0,0,0,0,0,170,170,0,6,0,3.53,6,6,3.53
600409299 ,03,Female,NonBlack,9,03   ,A,46126.0,R    ,11.0,0.0,0,0,0,0,0,0,0,0,170,170,0,11,0,6.47,11,11,6.47
600410973 ,02,Male  ,NonBlack,8,04   ,A,46086.0,R    ,9.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,170,170,0,9,0,5.29,9,9,5.29
600410972 ,04,Female,NonBlack,10,04   ,A,46086.0,R    ,6.0,0.0,0,0,0,0,0,0,0,0,170,170,0,6,0,3.53,6,6,3.53
600405711 ,05,Female,Black   ,11,04   ,A,45887.0,R    ,4.0,4.0,0,0,0,0,0,0,0,0,170,170,4,4,2.35,2.35,8,8,4.71
600412302 ,05,Female,Black   ,11,03   ,A,45887.0,R    ,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170,170,1,13,0.59,7.65,14,14,8.24
600410733 ,05,Male  ,Black   ,11,05   ,A,45887.0,R    ,4.0,2.0,0,0,0,0,0,0,0,0,170,170,2,4,1.18,2.35,6,6,3.53
600408433 ,03,Male  ,NonBlack,10,03   ,A,45887.0,S    ,15.0,0.0,0,0,0,0,0,0,0,0,170,170,0,15,0,8.82,15,15,8.82
600410730 ,03,Female,Black   ,9,05   ,A,45887.0,R    ,6.0,2.0,0,0,0,0,0,0,0,0,170,170,2,6,1.18,3.53,8,8,4.71
600410729 ,03,Male  ,Black   ,9,05   ,A,45887.0,R    ,6.0,2.0,0,0,0,0,0,0,0,0,170,170,2,6,1.18,3.53,8,8,4.71
600413111 ,04,Female,Black   ,10,03   ,A,46059.0,S    ,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,170,170,1,8,0.59,4.71,9,9,5.29
600411515 ,KF,Female,Black   ,6,05   ,A,45887.0,R    ,8.0,0.0,0,0,0,0,0,0,0,0,170,170,0,8,0,4.71,8,8,4.71
600406328 ,04,Male  ,Black   ,10,04   ,A,45887.0,R    ,7.0,3.0,0,0,0,0,0,0,0,0,170,170,3,7,1.76,4.12,10,10,5.88
600406341 ,03,Female,Black   ,9,04   ,A,45887.0,R    ,8.0,2.0,0,0,0,0,0,0,0,0,170,170,2,8,1.18,4.71,10,10,5.88
600412178 ,03,Female,Black   ,9,05   ,A,45887.0,C    ,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170,170,0,8,0,4.71,8,8,4.71
600409885 ,KF,Female,Black   ,6,05   ,A,45887.0,R    ,15.0,11.0,0,0,0,0,0,0,0,0,170,170,11,15,6.47,8.82,26,26,15.29
600409300 ,03,Female,NonBlack,9,05   ,A,45887.0,R    ,20.0,7.0,0,0,0,0,0,0,0,0,170,170,7,20,4.12,11.76,27,27,15.88
600412802 ,KF,Female,NonBlack,6,02   ,A,45936.0,C    ,24.0,1.0,0,0,0,0,0,0,0,0,170,170,1,24,0.59,14.12,25,25,14.71
600409176 ,04,Female,Black   ,10,04   ,A,45887.0,R    ,21.0,12.0,0,0,0,0,0,0,0,0,170,170,12,21,7.06,12.35,33,33,19.41
600408822 ,04,Male  ,NonBlack,10,03   ,A,45887.0,R    ,2.0,2.0,0,0,0,0,0,0,0,0,170,170,2,2,1.18,1.18,4,4,2.35
600405910 ,04,Male  ,Black   ,10,04   ,A,46071.0,R    ,4.0,0.0,0,0,0,0,0,0,0,0,170,170,0,4,0,2.35,4,4,2.35
600405911 ,05,Male  ,Black   ,11,04   ,A,46071.0,R    ,2.0,0.0,0,0,0,0,0,0,0,0,170,170,0,2,0,1.18,2,2,1.18
600412634 ,05,Female,Black   ,11,04   ,A,45887.0,C    ,19.0,1.0,0,0,0,0,0,0,0,0,170,170,1,19,0.59,11.18,20,20,11.76
600411620 ,03,Male  ,Black   ,9,04   ,A,45887.0,R    ,15.0,0.0,0,0,0,0,0,0,0,0,170,170,0,15,0,8.82,15,15,8.82
600411312 ,KF,Male  ,Black   ,6,05   ,A,45887.0,R    ,16.0,0.0,0,0,0,0,0,0,0,0,170,170,0,16,0,9.41,16,16,9.41
600409812 ,03,Female,Black   ,9,04   ,A,45887.0,R    ,4.0,1.0,0,0,0,0,0,0,0,0,170,170,1,4,0.59,2.35,5,5,2.94
600409014 ,03,Male  ,NonBlack,9,05   ,A,45887.0,R    ,1.0,4.0,0,0,0,0,0,0,0,0,170,170,4,1,2.35,0.59,5,5,2.94
600410455 ,05,Male  ,NonBlack,11,05   ,A,45887.0,R    ,12.0,0.0,0,0,0,0,0,0,0,0,170,170,0,12,0,7.06,12,12,7.06
600410454 ,02,Female,NonBlack,8,05   ,A,45887.0,R    ,16.0,0.0,0,0,0,0,0,0,0,0,170,170,0,16,0,9.41,16,16,9.41
600407490 ,04,Female,NonBlack,10,05   ,A,45887.0,R    ,3.0,9.0,0,0,0,0,0,0,0,0,170,170,9,3,5.29,1.76,12,12,7.06
600409887 ,KF,Male  ,NonBlack,6,05   ,A,45887.0,R    ,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,170,170,0,0,0,0,0,0,0
600408136 ,02,Female,NonBlack,8,05   ,A,45887.0,R    ,1.0,1.0,0,0,0,0,0,0,0,0,170,170,1,1,0.59,0.59,2,2,1.18
600407486 ,03,Male  ,NonBlack,9,05   ,A,45887.0,R    ,0.0,1.0,0,0,0,0,0,0,0,0,170,170,1,0,0.59,0,1,1,0.59
600405127 ,04,Male  ,Black   ,10,02   ,A,45887.0,R    ,2.0,0.0,0,0,0,0,0,0,0,0,170,170,0,2,0,1.18,2,2,1.18
600413187 ,05,Male  ,Black   ,12,03   ,A,46113.0,C    ,1.0,0.0,0,0,0,0,0,0,0,0,170,170,0,1,0,0.59,1,1,0.59
600407239 ,02,Female,Black   ,8,02   ,A,45887.0,R    ,4.0,0.0,0,0,0,0,0,0,0,0,170,170,0,4,0,2.35,4,4,2.35
600410043 ,KF,Male  ,Black   ,6,02   ,A,45887.0,R    ,1.0,0.0,0,0,0,0,0,0,0,0,170,170,0,1,0,0.59,1,1,0.59
600412696 ,01,Male  ,Black   ,8,05   ,A,45887.0,C    ,20.0,7.0,0,0,0,0,0,0,0,0,170,170,7,20,4.12,11.76,27,27,15.88
