school,treatment,student_id,teacher,subject,wave,score
JMTES,1,8346731262,Helena,Math,Winter 2025,1039.0
JMTES,1,8346731262,Helena,Math,Summer 2026,1052.0
JMTES,1,8328455856,Daniel,ELA,Winter 2025,1037.0
JMTES,1,8328455856,Daniel,ELA,Summer 2026,1043.0
JMTES,1,8328455856,Daniel,Math,Winter 2025,1029.0
JMTES,1,8328455856,Daniel,Math,Summer 2026,1047.0
JMTES,1,7481634806,Daniel,ELA,Winter 2025,1071.0
JMTES,1,7481634806,Daniel,ELA,Summer 2026,1073.0
JMTES,1,7481634806,Daniel,Math,Winter 2025,1063.0
JMTES,1,7481634806,Daniel,Math,Summer 2026,1075.0
JMTES,1,8227401564,Couch,ELA,Winter 2025,1001.0
JMTES,1,8227401564,Couch,ELA,Summer 2026,1066.0
JMTES,1,8227401564,Couch,Math,Winter 2025,1046.0
JMTES,1,8227401564,Couch,Math,Summer 2026,1062.0
JMTES,1,8468221268,Couch,ELA,Winter 2025,1000.0
JMTES,1,8468221268,Couch,ELA,Summer 2026,1038.0
JMTES,1,8468221268,Couch,Math,Winter 2025,1029.0
JMTES,1,8468221268,Couch,Math,Summer 2026,1031.0
JMTES,1,8488104515,Daniel,ELA,Winter 2025,1044.0
JMTES,1,8488104515,Daniel,ELA,Summer 2026,1063.0
JMTES,1,8488104515,Daniel,Math,Winter 2025,1025.0
JMTES,1,8488104515,Daniel,Math,Summer 2026,1048.0
JMTES,1,3861166743,Helena,ELA,Winter 2025,1033.0
JMTES,1,3861166743,Helena,ELA,Summer 2026,1047.0
JMTES,1,3861166743,Helena,Math,Winter 2025,1031.0
JMTES,1,3861166743,Helena,Math,Summer 2026,1047.0
JMTES,1,8842832473,Helena,ELA,Winter 2025,1041.0
JMTES,1,8842832473,Helena,ELA,Summer 2026,1061.0
JMTES,1,8842832473,Helena,Math,Winter 2025,1054.0
JMTES,1,8842832473,Helena,Math,Summer 2026,1069.0
JMTES,1,7147016833,Couch,ELA,Winter 2025,1052.0
JMTES,1,7147016833,Couch,ELA,Summer 2026,1063.0
JMTES,1,7147016833,Couch,Math,Winter 2025,1046.0
JMTES,1,7147016833,Couch,Math,Summer 2026,1054.0
JMTES,1,6041588515,Daniel,ELA,Winter 2025,1067.0
JMTES,1,6041588515,Daniel,ELA,Summer 2026,1064.0
JMTES,1,6041588515,Daniel,Math,Winter 2025,1055.0
JMTES,1,6041588515,Daniel,Math,Summer 2026,1075.0
JMTES,1,8446347283,Helena,ELA,Winter 2025,1041.0
JMTES,1,8446347283,Helena,ELA,Summer 2026,1041.0
JMTES,1,8446347283,Helena,Math,Winter 2025,1044.0
JMTES,1,8446347283,Helena,Math,Summer 2026,1047.0
JMTES,1,2337025058,Couch,ELA,Winter 2025,1057.0
JMTES,1,2337025058,Couch,ELA,Summer 2026,1062.0
JMTES,1,2337025058,Couch,Math,Winter 2025,1035.0
JMTES,1,2337025058,Couch,Math,Summer 2026,1049.0
JMTES,1,1336070802,Helena,ELA,Winter 2025,1047.0
JMTES,1,1336070802,Helena,ELA,Summer 2026,1051.0
JMTES,1,1336070802,Helena,Math,Winter 2025,1047.0
JMTES,1,1336070802,Helena,Math,Summer 2026,1058.0
JMTES,1,5548007443,Couch,ELA,Winter 2025,1048.0
JMTES,1,5548007443,Couch,ELA,Summer 2026,1047.0
JMTES,1,5548007443,Couch,Math,Winter 2025,1037.0
JMTES,1,5548007443,Couch,Math,Summer 2026,1054.0
JMTES,1,3737167037,Daniel,ELA,Winter 2025,1063.0
JMTES,1,3737167037,Daniel,ELA,Summer 2026,1072.0
JMTES,1,3737167037,Daniel,Math,Winter 2025,1054.0
JMTES,1,3737167037,Daniel,Math,Summer 2026,1067.0
JMTES,1,4262612834,Helena,ELA,Winter 2025,1062.0
JMTES,1,4262612834,Helena,ELA,Summer 2026,1067.0
JMTES,1,4262612834,Helena,Math,Winter 2025,1057.0
JMTES,1,4262612834,Helena,Math,Summer 2026,1087.0
JMTES,1,7485705313,Couch,ELA,Winter 2025,1061.0
JMTES,1,7485705313,Couch,ELA,Summer 2026,1065.0
JMTES,1,7485705313,Couch,Math,Winter 2025,1057.0
JMTES,1,7485705313,Couch,Math,Summer 2026,1059.0
JMTES,1,2456201474,Daniel,ELA,Winter 2025,1037.0
JMTES,1,2456201474,Daniel,ELA,Summer 2026,1056.0
JMTES,1,2456201474,Daniel,Math,Winter 2025,1037.0
JMTES,1,2456201474,Daniel,Math,Summer 2026,1042.0
JMTES,1,2242151636,Daniel,ELA,Winter 2025,1043.0
JMTES,1,2242151636,Daniel,ELA,Summer 2026,1057.0
JMTES,1,2242151636,Daniel,Math,Winter 2025,1043.0
JMTES,1,2242151636,Daniel,Math,Summer 2026,1052.0
JMTES,1,2678158112,Couch,ELA,Winter 2025,1057.0
JMTES,1,2678158112,Couch,ELA,Summer 2026,1064.0
JMTES,1,2678158112,Couch,Math,Winter 2025,1062.0
JMTES,1,2678158112,Couch,Math,Summer 2026,1085.0
JMTES,1,4361857418,Daniel,ELA,Winter 2025,1061.0
JMTES,1,4361857418,Daniel,ELA,Summer 2026,1068.0
JMTES,1,4361857418,Daniel,Math,Winter 2025,1049.0
JMTES,1,4361857418,Daniel,Math,Summer 2026,1059.0
JMTES,1,5533781378,Helena,ELA,Winter 2025,1064.0
JMTES,1,5533781378,Helena,ELA,Summer 2026,1074.0
JMTES,1,5533781378,Helena,Math,Winter 2025,1062.0
JMTES,1,5533781378,Helena,Math,Summer 2026,1073.0
JMTES,1,8172887263,Helena,ELA,Winter 2025,1063.0
JMTES,1,8172887263,Helena,ELA,Summer 2026,1070.0
JMTES,1,8172887263,Helena,Math,Winter 2025,1055.0
JMTES,1,8172887263,Helena,Math,Summer 2026,1064.0
JMTES,1,1442208607,Daniel,ELA,Winter 2025,1043.0
JMTES,1,1442208607,Daniel,ELA,Summer 2026,1043.0
JMTES,1,1442208607,Daniel,Math,Winter 2025,1047.0
JMTES,1,1442208607,Daniel,Math,Summer 2026,1040.0
JMTES,1,7283720144,Daniel,ELA,Winter 2025,1037.0
JMTES,1,7283720144,Daniel,ELA,Summer 2026,1050.0
JMTES,1,7283720144,Daniel,Math,Winter 2025,1044.0
JMTES,1,7283720144,Daniel,Math,Summer 2026,1044.0
JMTES,1,4324778325,Helena,ELA,Winter 2025,1071.0
JMTES,1,4324778325,Helena,ELA,Summer 2026,1060.0
JMTES,1,4324778325,Helena,Math,Winter 2025,1059.0
JMTES,1,4324778325,Helena,Math,Summer 2026,1077.0
JMTES,1,2168086213,Helena,ELA,Winter 2025,1061.0
JMTES,1,2168086213,Helena,ELA,Summer 2026,1068.0
JMTES,1,2168086213,Helena,Math,Winter 2025,1039.0
JMTES,1,2168086213,Helena,Math,Summer 2026,1071.0
JES,0,1130750711,,ELA,Winter 2025,1016.0
JES,0,1130750711,,ELA,Summer 2026,1061.0
JES,0,1130750711,,Math,Winter 2025,1063.0
JES,0,1130750711,,Math,Summer 2026,1067.0
JES,0,1704355442,,ELA,Winter 2025,1021.0
JES,0,1704355442,,ELA,Summer 2026,1037.0
JES,0,1704355442,,Math,Winter 2025,1023.0
JES,0,1704355442,,Math,Summer 2026,1027.0
JES,0,6035882474,,ELA,Winter 2025,1032.0
JES,0,6035882474,,ELA,Summer 2026,1046.0
JES,0,6035882474,,Math,Winter 2025,1043.0
JES,0,6035882474,,Math,Summer 2026,1043.0
JES,0,8040377668,,ELA,Summer 2025,1038.0
JES,0,8040377668,,ELA,Winter 2025,1057.0
JES,0,8040377668,,ELA,Summer 2026,1063.0
JES,0,8040377668,,Math,Summer 2025,1039.0
JES,0,8040377668,,Math,Winter 2025,1055.0
JES,0,8040377668,,Math,Summer 2026,1056.0
JES,0,6470848375,,ELA,Summer 2025,1065.0
JES,0,6470848375,,ELA,Winter 2025,1063.0
JES,0,6470848375,,ELA,Summer 2026,1069.0
JES,0,6470848375,,Math,Summer 2025,1062.0
JES,0,6470848375,,Math,Winter 2025,1077.0
JES,0,6470848375,,Math,Summer 2026,1077.0
JES,0,1552465211,,ELA,Summer 2025,1084.0
JES,0,1552465211,,ELA,Winter 2025,1084.0
JES,0,1552465211,,ELA,Summer 2026,1077.0
JES,0,1552465211,,Math,Summer 2025,1115.0
JES,0,1552465211,,Math,Winter 2025,1117.0
JES,0,1552465211,,Math,Summer 2026,1117.0
JES,0,8075755073,,ELA,Summer 2025,1078.0
JES,0,8075755073,,ELA,Winter 2025,1058.0
JES,0,8075755073,,ELA,Summer 2026,1066.0
JES,0,8075755073,,Math,Summer 2025,1077.0
JES,0,8075755073,,Math,Winter 2025,1052.0
JES,0,8075755073,,Math,Summer 2026,1067.0
JES,0,5815648854,,ELA,Winter 2025,1063.0
JES,0,5815648854,,ELA,Summer 2026,1064.0
JES,0,5815648854,,Math,Winter 2025,1039.0
JES,0,5815648854,,Math,Summer 2026,1050.0
JES,0,4082050754,,ELA,Winter 2025,1044.0
JES,0,4082050754,,ELA,Summer 2026,1050.0
JES,0,4082050754,,Math,Winter 2025,1029.0
JES,0,4082050754,,Math,Summer 2026,1054.0
JES,0,1623528582,,ELA,Summer 2025,1078.0
JES,0,1623528582,,ELA,Winter 2025,1010.0
JES,0,1623528582,,ELA,Summer 2026,1078.0
JES,0,1623528582,,Math,Summer 2025,1076.0
JES,0,1623528582,,Math,Winter 2025,1072.0
JES,0,1623528582,,Math,Summer 2026,1098.0
JES,0,5464087505,,ELA,Summer 2025,1056.0
JES,0,5464087505,,ELA,Winter 2025,1015.0
JES,0,5464087505,,ELA,Summer 2026,1067.0
JES,0,5464087505,,Math,Summer 2025,1054.0
JES,0,5464087505,,Math,Winter 2025,1058.0
JES,0,5464087505,,Math,Summer 2026,1067.0
JES,0,3805518727,,ELA,Winter 2025,1008.0
JES,0,3805518727,,ELA,Summer 2026,1072.0
JES,0,3805518727,,Math,Winter 2025,1071.0
JES,0,3805518727,,Math,Summer 2026,1072.0
JES,0,2502613047,,ELA,Winter 2025,1002.0
JES,0,2502613047,,ELA,Summer 2026,1068.0
JES,0,2502613047,,Math,Winter 2025,1030.0
JES,0,2502613047,,Math,Summer 2026,1036.0
JES,0,1030266188,,ELA,Summer 2025,1062.0
JES,0,1030266188,,ELA,Winter 2025,1047.0
JES,0,1030266188,,ELA,Summer 2026,1058.0
JES,0,1030266188,,Math,Summer 2025,1048.0
JES,0,1030266188,,Math,Winter 2025,1048.0
JES,0,1030266188,,Math,Summer 2026,1041.0
JES,0,7811801783,,ELA,Winter 2025,1039.0
JES,0,7811801783,,ELA,Summer 2026,1044.0
JES,0,7811801783,,Math,Winter 2025,1037.0
JES,0,7811801783,,Math,Summer 2026,1028.0
JES,0,6425847721,,ELA,Summer 2025,1043.0
JES,0,6425847721,,ELA,Winter 2025,1032.0
JES,0,6425847721,,ELA,Summer 2026,1036.0
JES,0,6425847721,,Math,Summer 2025,1031.0
JES,0,6425847721,,Math,Winter 2025,1028.0
JES,0,6425847721,,Math,Summer 2026,1043.0
JES,0,5165240467,,ELA,Winter 2025,1048.0
JES,0,5165240467,,ELA,Summer 2026,1065.0
JES,0,5165240467,,Math,Winter 2025,1025.0
JES,0,5165240467,,Math,Summer 2026,1038.0
JES,0,2147605721,,ELA,Winter 2025,1035.0
JES,0,2147605721,,ELA,Summer 2026,1040.0
JES,0,2147605721,,Math,Winter 2025,1031.0
JES,0,2147605721,,Math,Summer 2026,1042.0
JES,0,8518276362,,ELA,Summer 2025,1069.0
JES,0,8518276362,,ELA,Winter 2025,1061.0
JES,0,8518276362,,ELA,Summer 2026,1070.0
JES,0,8518276362,,Math,Summer 2025,1079.0
JES,0,8518276362,,Math,Winter 2025,1086.0
JES,0,8518276362,,Math,Summer 2026,1086.0
JES,0,6465216143,,ELA,Winter 2025,1062.0
JES,0,6465216143,,ELA,Summer 2026,1073.0
JES,0,6465216143,,Math,Winter 2025,1046.0
JES,0,6465216143,,Math,Summer 2026,1072.0
JES,0,8260154717,,ELA,Winter 2025,1042.0
JES,0,8260154717,,ELA,Summer 2026,1045.0
JES,0,8260154717,,Math,Winter 2025,1021.0
JES,0,8260154717,,Math,Summer 2026,1033.0
JES,0,3360122164,,ELA,Winter 2025,1068.0
JES,0,3360122164,,ELA,Summer 2026,1073.0
JES,0,3360122164,,Math,Winter 2025,1059.0
JES,0,3360122164,,Math,Summer 2026,1073.0
JES,0,2061784681,,ELA,Summer 2025,1077.0
JES,0,2061784681,,ELA,Winter 2025,1067.0
JES,0,2061784681,,ELA,Summer 2026,1077.0
JES,0,2061784681,,Math,Summer 2025,1070.0
JES,0,2061784681,,Math,Winter 2025,1057.0
JES,0,2061784681,,Math,Summer 2026,1071.0
JES,0,8832726862,,ELA,Summer 2025,1072.0
JES,0,8832726862,,ELA,Winter 2025,1067.0
JES,0,8832726862,,ELA,Summer 2026,1079.0
JES,0,8832726862,,Math,Summer 2025,1068.0
JES,0,8832726862,,Math,Winter 2025,1063.0
JES,0,8832726862,,Math,Summer 2026,1067.0
JES,0,5722186376,,ELA,Winter 2025,1069.0
JES,0,5722186376,,ELA,Summer 2026,1073.0
JES,0,5722186376,,Math,Winter 2025,1070.0
JES,0,5722186376,,Math,Summer 2026,1094.0
JES,0,4687562267,,ELA,Winter 2025,1044.0
JES,0,4687562267,,ELA,Summer 2026,1049.0
JES,0,4687562267,,Math,Winter 2025,1031.0
JES,0,4687562267,,Math,Summer 2026,1030.0
JES,0,2248572067,,ELA,Winter 2025,1066.0
JES,0,2248572067,,ELA,Summer 2026,1076.0
JES,0,2248572067,,Math,Winter 2025,1069.0
JES,0,2248572067,,Math,Summer 2026,1082.0
JES,0,3576146872,,ELA,Winter 2025,1062.0
JES,0,3576146872,,ELA,Summer 2026,1033.0
JES,0,3576146872,,Math,Winter 2025,1055.0
JES,0,3576146872,,Math,Summer 2026,1084.0
JES,0,3020472874,,ELA,Summer 2025,1028.0
JES,0,3020472874,,ELA,Winter 2025,1055.0
JES,0,3020472874,,ELA,Summer 2026,1062.0
JES,0,3020472874,,Math,Summer 2025,1039.0
JES,0,3020472874,,Math,Winter 2025,1054.0
JES,0,3020472874,,Math,Summer 2026,1052.0
JES,0,1417760223,,ELA,Summer 2025,1039.0
JES,0,1417760223,,ELA,Winter 2025,1024.0
JES,0,1417760223,,ELA,Summer 2026,1036.0
JES,0,1417760223,,Math,Summer 2025,1030.0
JES,0,1417760223,,Math,Winter 2025,1040.0
JES,0,1417760223,,Math,Summer 2026,1045.0
JES,0,6454748133,,ELA,Summer 2025,1045.0
JES,0,6454748133,,ELA,Winter 2025,1039.0
JES,0,6454748133,,ELA,Summer 2026,1053.0
JES,0,6454748133,,Math,Summer 2025,1035.0
JES,0,6454748133,,Math,Winter 2025,1035.0
JES,0,6454748133,,Math,Summer 2026,1043.0
JES,0,4112502831,,ELA,Summer 2025,1066.0
JES,0,4112502831,,ELA,Winter 2025,1047.0
JES,0,4112502831,,ELA,Summer 2026,1064.0
JES,0,4112502831,,Math,Summer 2025,1036.0
JES,0,4112502831,,Math,Winter 2025,1049.0
JES,0,4112502831,,Math,Summer 2026,1064.0
JES,0,6550332266,,ELA,Summer 2025,1036.0
JES,0,6550332266,,ELA,Winter 2025,1060.0
JES,0,6550332266,,ELA,Summer 2026,1067.0
JES,0,6550332266,,Math,Summer 2025,1035.0
JES,0,6550332266,,Math,Winter 2025,1041.0
JES,0,6550332266,,Math,Summer 2026,1057.0
JES,0,4267224822,,ELA,Winter 2025,1039.0
JES,0,4267224822,,ELA,Summer 2026,1043.0
JES,0,4267224822,,Math,Winter 2025,1035.0
JES,0,4267224822,,Math,Summer 2026,1043.0
JES,0,4307454824,,ELA,Winter 2025,1075.0
JES,0,4307454824,,ELA,Summer 2026,1116.0
JES,0,4307454824,,Math,Winter 2025,1067.0
JES,0,4307454824,,Math,Summer 2026,1117.0
JES,0,7701453728,,ELA,Winter 2025,1038.0
JES,0,7701453728,,ELA,Summer 2026,1037.0
JES,0,7701453728,,Math,Winter 2025,1019.0
JES,0,7701453728,,Math,Summer 2026,1036.0
JES,0,3837401008,,ELA,Summer 2025,1073.0
JES,0,3837401008,,ELA,Winter 2025,1069.0
JES,0,3837401008,,ELA,Summer 2026,1069.0
JES,0,3837401008,,Math,Summer 2025,1089.0
JES,0,3837401008,,Math,Winter 2025,1081.0
JES,0,3837401008,,Math,Summer 2026,1090.0
JES,0,7768821126,,ELA,Summer 2026,1036.0
JES,0,7768821126,,Math,Summer 2026,1028.0
JES,0,7801760468,,ELA,Winter 2025,1008.0
JES,0,7801760468,,ELA,Summer 2026,1064.0
JES,0,7801760468,,Math,Winter 2025,1048.0
JES,0,7801760468,,Math,Summer 2026,1057.0
JES,0,4714367563,,ELA,Summer 2025,1047.0
JES,0,4714367563,,ELA,Winter 2025,1043.0
JES,0,4714367563,,ELA,Summer 2026,1036.0
JES,0,4714367563,,Math,Summer 2025,1042.0
JES,0,4714367563,,Math,Winter 2025,1025.0
JES,0,4714367563,,Math,Summer 2026,1034.0
JES,0,3818215848,,ELA,Summer 2026,1032.0
JES,0,3818215848,,Math,Summer 2026,1027.0
JES,0,6106427138,,ELA,Summer 2025,1073.0
JES,0,6106427138,,ELA,Winter 2025,1072.0
JES,0,6106427138,,ELA,Summer 2026,1073.0
JES,0,6106427138,,Math,Summer 2025,1076.0
JES,0,6106427138,,Math,Winter 2025,1079.0
JES,0,6106427138,,Math,Summer 2026,1096.0
JES,0,6362505648,,ELA,Winter 2025,1007.0
JES,0,6362505648,,ELA,Summer 2026,1061.0
JES,0,6362505648,,Math,Winter 2025,1035.0
JES,0,6362505648,,Math,Summer 2026,1036.0
JES,0,3658807285,,ELA,Summer 2025,1028.0
JES,0,3658807285,,ELA,Winter 2025,1050.0
JES,0,3658807285,,ELA,Summer 2026,1060.0
JES,0,3658807285,,Math,Summer 2025,1000.0
JES,0,3658807285,,Math,Winter 2025,1086.0
JES,0,3658807285,,Math,Summer 2026,1067.0
JES,0,6817143281,,ELA,Summer 2025,1000.0
JES,0,6817143281,,ELA,Winter 2025,1048.0
JES,0,6817143281,,ELA,Summer 2026,1049.0
JES,0,6817143281,,Math,Summer 2025,1034.0
JES,0,6817143281,,Math,Winter 2025,1034.0
JES,0,6817143281,,Math,Summer 2026,1043.0
JES,0,2428055446,,ELA,Summer 2026,1054.0
JES,0,2428055446,,Math,Summer 2026,1050.0
JES,0,5054501637,,ELA,Summer 2025,1021.0
JES,0,5054501637,,ELA,Winter 2025,1015.0
JES,0,5054501637,,ELA,Summer 2026,1027.0
JES,0,5054501637,,Math,Summer 2025,1037.0
JES,0,5054501637,,Math,Winter 2025,1041.0
JES,0,5054501637,,Math,Summer 2026,1075.0
JES,0,3581753302,,ELA,Summer 2025,1053.0
JES,0,3581753302,,ELA,Summer 2026,1040.0
JES,0,3581753302,,Math,Summer 2025,1051.0
JES,0,3581753302,,Math,Summer 2026,1052.0
JES,0,5315547782,,ELA,Winter 2025,1028.0
JES,0,5315547782,,ELA,Summer 2026,1055.0
JES,0,5315547782,,Math,Winter 2025,1013.0
JES,0,5315547782,,Math,Summer 2026,1013.0
JES,0,7810448115,,ELA,Winter 2025,1029.0
JES,0,7810448115,,ELA,Summer 2026,1053.0
JES,0,7810448115,,Math,Winter 2025,1031.0
JES,0,7810448115,,Math,Summer 2026,1035.0
JES,0,1420168054,,ELA,Summer 2025,1037.0
JES,0,1420168054,,ELA,Winter 2025,1056.0
JES,0,1420168054,,ELA,Summer 2026,1067.0
JES,0,1420168054,,Math,Summer 2025,1040.0
JES,0,1420168054,,Math,Winter 2025,1034.0
JES,0,1420168054,,Math,Summer 2026,1054.0
JES,0,1248141528,,ELA,Summer 2026,1040.0
JES,0,1248141528,,Math,Summer 2026,1052.0
JES,0,2348126645,,ELA,Summer 2025,1074.0
JES,0,2348126645,,ELA,Winter 2025,1058.0
JES,0,2348126645,,ELA,Summer 2026,1071.0
JES,0,2348126645,,Math,Summer 2025,1052.0
JES,0,2348126645,,Math,Winter 2025,1052.0
JES,0,2348126645,,Math,Summer 2026,1040.0
JES,0,3214501683,,ELA,Winter 2025,1044.0
JES,0,3214501683,,ELA,Summer 2026,1057.0
JES,0,3214501683,,Math,Winter 2025,1052.0
JES,0,3214501683,,Math,Summer 2026,1058.0
JES,0,600412666,,ELA,Winter 2025,1054.0
JES,0,600412666,,ELA,Summer 2026,1071.0
JES,0,600412666,,Math,Winter 2025,1034.0
JES,0,600412666,,Math,Summer 2026,1044.0
JES,0,4423133288,,ELA,Winter 2025,1055.0
JES,0,4423133288,,ELA,Summer 2026,1065.0
JES,0,4423133288,,Math,Winter 2025,1045.0
JES,0,4423133288,,Math,Summer 2026,1048.0
JES,0,4567063745,,ELA,Winter 2025,1067.0
JES,0,4567063745,,ELA,Summer 2026,1071.0
JES,0,4567063745,,Math,Winter 2025,1064.0
JES,0,4567063745,,Math,Summer 2026,1071.0
JES,0,3006700601,,ELA,Winter 2025,1000.0
JES,0,3006700601,,ELA,Summer 2026,1041.0
JES,0,3006700601,,Math,Summer 2026,1038.0
