domain,model,covariate,treated_mean_unweighted,control_mean_unweighted,smd_unweighted,treated_mean_weighted,control_mean_weighted,smd_weighted,abs_smd_unweighted,abs_smd_weighted,improvement
Academic,Grade 1 Math,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 1 Math,entry_code=C,0.1016949152542373,0.0990990990990991,0.0086375813762699,0.10734509867241433,0.11499613304504841,-0.02434154322810529,0.0086375813762699,0.02434154322810529,-0.01570396185183539
Academic,Grade 1 Math,entry_code=HS,0.01694915254237288,0.0,0.18569533817705186,0.013329086025858342,0.0,0.16437244694353828,0.18569533817705186,0.16437244694353828,0.02132289123351358
Academic,Grade 1 Math,entry_code=R,0.8813559322033898,0.8828828828828829,-0.00473523332397007,0.8793258153017273,0.8708237751770911,0.025716474277454826,0.00473523332397007,0.025716474277454826,-0.020981240953484755
Academic,Grade 1 Math,entry_code=S,0.0,0.018018018018018018,-0.1915652570442303,0.0,0.014180091777860468,-0.16961166855735055,0.1915652570442303,0.16961166855735055,0.021953588486879755
Academic,Grade 2 ELA,baseline_atlas_score,1043.5671641791046,1047.4494382022472,-0.2032705285018359,1044.8537941594225,1044.8598580170208,-0.000318316463970466,0.2032705285018359,0.000318316463970466,0.20295221203786545
Academic,Grade 2 ELA,female,0.4925373134328358,0.5280898876404494,-0.07116528953014156,0.5103337847959623,0.5114865981809417,-0.002306177387218348,0.07116528953014156,0.002306177387218348,0.06885911214292322
Academic,Grade 2 ELA,black,0.6716417910447762,0.5280898876404494,0.296203737341555,0.6074715201834888,0.6035024722937598,0.008120950206060443,0.296203737341555,0.008120950206060443,0.2880827871354945
Academic,Grade 2 ELA,age,7.865671641791045,7.910112359550562,-0.10658729385091942,7.887405441969536,7.887417956827921,-3.036010021416618e-05,0.10658729385091942,3.036010021416618e-05,0.10655693375070525
Academic,Grade 2 ELA,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 2 ELA,entry_code=C,0.16417910447761194,0.07865168539325842,0.26413842477181987,0.13972350680651532,0.09663773516869754,0.13376426368794891,0.26413842477181987,0.13376426368794891,0.13037416108387095
Academic,Grade 2 ELA,entry_code=R,0.8208955223880597,0.8651685393258427,-0.12193185082654767,0.8442449971437282,0.8551790706884059,-0.030600944551535926,0.12193185082654767,0.030600944551535926,0.09133090627501175
Academic,Grade 2 ELA,entry_code=S,0.014925373134328358,0.056179775280898875,-0.22418517741743105,0.016031496049756514,0.04818319414289657,-0.183147702226123,0.22418517741743105,0.183147702226123,0.04103747519130804
Academic,Grade 2 Math,baseline_atlas_score,1048.8805970149253,1049.4772727272727,-0.041565053381695076,1048.634092818087,1048.625773624326,0.0005744990405830546,0.041565053381695076,0.0005744990405830546,0.04099055434111202
Academic,Grade 2 Math,female,0.4925373134328358,0.5340909090909091,-0.0832085913271764,0.5126402746007429,0.5148132993793663,-0.0043476985623920284,0.0832085913271764,0.0043476985623920284,0.07886089276478436
Academic,Grade 2 Math,black,0.6716417910447762,0.5227272727272727,0.3071798217406328,0.6060117634891566,0.6032978689040053,0.005550762717872055,0.3071798217406328,0.005550762717872055,0.3016290590227607
Academic,Grade 2 Math,age,7.865671641791045,7.909090909090909,-0.10386025429675777,7.881347442531817,7.881349699764983,-5.554909228062455e-06,0.10386025429675777,5.554909228062455e-06,0.10385469938752971
Academic,Grade 2 Math,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 2 Math,entry_code=C,0.16417910447761194,0.07954545454545454,0.2609104941762058,0.14020696714049502,0.09570452365646535,0.13829769719975077,0.2609104941762058,0.13829769719975077,0.12261279697645505
Academic,Grade 2 Math,entry_code=R,0.8208955223880597,0.8636363636363636,-0.11746363964942524,0.8443469760314402,0.8563922615914448,-0.03377265873873829,0.11746363964942524,0.03377265873873829,0.08369098091068695
Academic,Grade 2 Math,entry_code=S,0.014925373134328358,0.056818181818181816,-0.22670861643755114,0.015446056828064823,0.047903214752089994,-0.18613011985563976,0.22670861643755114,0.18613011985563976,0.04057849658191137
Academic,Grade 3 ELA,baseline_atlas_score,1047.070588235294,1044.0336134453783,0.1513187229088924,1046.1191970886691,1046.1154684507092,0.00018641972127394186,0.1513187229088924,0.00018641972127394186,0.15113230318761844
Academic,Grade 3 ELA,female,0.5647058823529412,0.42857142857142855,0.2748337770883815,0.504115175565701,0.5005732661160197,0.007083941192648254,0.2748337770883815,0.007083941192648254,0.26774983589573326
Academic,Grade 3 ELA,black,0.5529411764705883,0.5882352941176471,-0.07134772412317408,0.5653759866298373,0.5620168600098959,0.006773479785221443,0.07134772412317408,0.006773479785221443,0.06457424433795264
Academic,Grade 3 ELA,age,8.964705882352941,8.915966386554622,0.1030782534737342,8.933321361375773,8.933472010240385,-0.00032671649574504485,0.1030782534737342,0.00032671649574504485,0.10275153697798915
Academic,Grade 3 ELA,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 3 ELA,entry_code=C,0.047058823529411764,0.04201680672268908,0.024443619611937997,0.035550307439284216,0.050085095063155546,-0.07184221228684252,0.024443619611937997,0.07184221228684252,-0.047398592674904524
Academic,Grade 3 ELA,entry_code=R,0.8941176470588236,0.9411764705882353,-0.17181471183502292,0.9338586398507728,0.9280686480992083,0.02284025629395007,0.17181471183502292,0.02284025629395007,0.14897445554107286
Academic,Grade 3 ELA,entry_code=S,0.058823529411764705,0.01680672268907563,0.22162110358896817,0.03059105270994291,0.021846256837636063,0.05474902757598016,0.22162110358896817,0.05474902757598016,0.166872076012988
Academic,Grade 3 Math,baseline_atlas_score,1047.2261904761904,1046.6470588235295,0.03552300949609342,1047.203662908072,1047.2036350289088,1.7118305805701e-06,0.03552300949609342,1.7118305805701e-06,0.035521297665512847
Academic,Grade 3 Math,female,0.5595238095238095,0.42857142857142855,0.2641987522206249,0.5052788736185566,0.5014696777821731,0.00761862043639925,0.2641987522206249,0.00761862043639925,0.2565801317842256
Academic,Grade 3 Math,black,0.5476190476190477,0.5882352941176471,-0.08206165106817574,0.566660008124022,0.5628891664427738,0.00760583225663545,0.08206165106817574,0.00760583225663545,0.07445581881154029
Academic,Grade 3 Math,age,8.964285714285714,8.915966386554622,0.101826912198225,8.92963948355573,8.929801872699537,-0.00035232156635744115,0.101826912198225,0.00035232156635744115,0.10147459063186756
Academic,Grade 3 Math,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 3 Math,entry_code=C,0.047619047619047616,0.04201680672268908,0.027078999747302133,0.03703086933439757,0.050398434822306125,-0.06541498288157203,0.027078999747302133,0.06541498288157203,-0.038335983134269905
Academic,Grade 3 Math,entry_code=R,0.9047619047619048,0.9411764705882353,-0.13688761563698848,0.9361126171162913,0.9298636882750347,0.024993416606816223,0.13688761563698848,0.024993416606816223,0.11189419903017225
Academic,Grade 3 Math,entry_code=S,0.047619047619047616,0.01680672268907563,0.17517789226562072,0.026856513549311165,0.019737876902659112,0.04720464343701032,0.17517789226562072,0.04720464343701032,0.1279732488286104
Academic,Grade 3 Science,baseline_atlas_score,1047.121951219512,1036.405172413793,0.74709488140555,1041.4916103213159,1041.480542073061,0.0008161617098934132,0.74709488140555,0.0008161617098934132,0.7462787196956566
Academic,Grade 3 Science,female,0.5609756097560976,0.43103448275862066,0.26211296155839126,0.49729864862959394,0.4948556325042786,0.004886197220307813,0.26211296155839126,0.004886197220307813,0.25722676433808345
Academic,Grade 3 Science,black,0.5487804878048781,0.5948275862068966,-0.09315968385869779,0.5759603296055152,0.5731191605506687,0.005746578343815189,0.09315968385869779,0.005746578343815189,0.0874131055148826
Academic,Grade 3 Science,age,8.951219512195122,8.922413793103448,0.06134933715657482,8.944958837577783,8.945087137986127,-0.00027850755816714336,0.06134933715657482,0.00027850755816714336,0.06107082959840768
Academic,Grade 3 Science,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 3 Science,entry_code=C,0.04878048780487805,0.034482758620689655,0.0716254694298927,0.04860800204042715,0.05123926615778457,-0.012082032915959036,0.0716254694298927,0.012082032915959036,0.059543436513933665
Academic,Grade 3 Science,entry_code=R,0.9146341463414634,0.9568965517241379,-0.17302353789961677,0.9323372339029132,0.9374201438451253,-0.02060137730857969,0.17302353789961677,0.02060137730857969,0.15242216059103708
Academic,Grade 3 Science,entry_code=S,0.036585365853658534,0.008620689655172414,0.18898233189398977,0.019054764056659717,0.011340589997090197,0.06308734505165192,0.18898233189398977,0.06308734505165192,0.12589498684233785
Academic,Grade 4 ELA,baseline_atlas_score,1050.0135135135135,1041.6666666666667,0.5283473663613291,1046.5981217298668,1046.588222817881,0.0006508522826591391,0.5283473663613291,0.0006508522826591391,0.5276965140786699
Academic,Grade 4 ELA,female,0.5405405405405406,0.39473684210526316,0.2953901222783453,0.5087215020474106,0.5072904296803772,0.0028625146376896338,0.2953901222783453,0.0028625146376896338,0.29252760764065566
Academic,Grade 4 ELA,black,0.6216216216216216,0.5701754385964912,0.10498307339018755,0.6063383211212834,0.6047571365856849,0.0032352787567120783,0.10498307339018755,0.0032352787567120783,0.10174779463347547
Academic,Grade 4 ELA,age,9.95945945945946,9.982456140350877,-0.050137478398227873,9.978513726276304,9.978178915401726,0.0007297817389701042,0.050137478398227873,0.0007297817389701042,0.04940769665925777
Academic,Grade 4 ELA,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 4 ELA,entry_code=C,0.05405405405405406,0.07017543859649122,-0.06683015214461933,0.054647075285207125,0.07070017389243605,-0.06626883281126783,0.06683015214461933,0.06626883281126783,0.0005613193333515037
Academic,Grade 4 ELA,entry_code=R,0.918918918918919,0.9122807017543859,0.023881294048242095,0.9214163799032254,0.9183758542945917,0.011201064537186958,0.023881294048242095,0.011201064537186958,0.012680229511055137
Academic,Grade 4 ELA,entry_code=R1,0.0,0.008771929824561403,-0.13303802104754786,0.0,0.0017088944092523016,-0.05851187449425696,0.13303802104754786,0.05851187449425696,0.0745261465532909
Academic,Grade 4 ELA,entry_code=S,0.02702702702702703,0.008771929824561403,0.13801222510988004,0.023936544811567508,0.00921507740371998,0.11549580398512566,0.13801222510988004,0.11549580398512566,0.022516421124754382
Academic,Grade 4 Math,baseline_atlas_score,1042.581081081081,1037.438596491228,0.3004152853719596,1041.6768304346285,1041.671152098935,0.0003437920093076398,0.3004152853719596,0.0003437920093076398,0.300071493362652
Academic,Grade 4 Math,female,0.5405405405405406,0.38596491228070173,0.31378154645837375,0.5081456127605354,0.5056108306227118,0.0050700603162211165,0.31378154645837375,0.0050700603162211165,0.30871148614215266
Academic,Grade 4 Math,black,0.6216216216216216,0.5614035087719298,0.12273602405667194,0.5970639610081917,0.5945242610766196,0.005175287010607041,0.12273602405667194,0.005175287010607041,0.1175607370460649
Academic,Grade 4 Math,age,9.95945945945946,9.991228070175438,-0.06853278635224522,9.984176090503937,9.983809705649042,0.0007919889229438996,0.06853278635224522,0.0007919889229438996,0.06774079742930132
Academic,Grade 4 Math,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 4 Math,entry_code=C,0.05405405405405406,0.07017543859649122,-0.06683015214461933,0.0537283779204821,0.06624258398889644,-0.05271858838418971,0.06683015214461933,0.05271858838418971,0.014111563760429623
Academic,Grade 4 Math,entry_code=R,0.918918918918919,0.9122807017543859,0.023881294048242095,0.9270596655177742,0.9222344346989136,0.018280922644271353,0.023881294048242095,0.018280922644271353,0.005600371403970742
Academic,Grade 4 Math,entry_code=R1,0.0,0.008771929824561403,-0.13303802104754786,0.0,0.0030916065485845742,-0.07875524390091727,0.13303802104754786,0.07875524390091727,0.05428277714663059
Academic,Grade 4 Math,entry_code=S,0.02702702702702703,0.008771929824561403,0.13801222510988004,0.019211956561743654,0.008431374763605491,0.09243738413795298,0.13801222510988004,0.09243738413795298,0.04557484097192706
Academic,Grade 4 Science,baseline_atlas_score,1050.0133333333333,1043.5438596491229,0.49136929461925455,1047.2090491737993,1047.197044064838,0.0009549826573696581,0.49136929461925455,0.0009549826573696581,0.4904143119618849
Academic,Grade 4 Science,female,0.5333333333333333,0.38596491228070173,0.2989872939032241,0.5131307860466843,0.5107564785995303,0.004749983653836541,0.2989872939032241,0.004749983653836541,0.29423731024938754
Academic,Grade 4 Science,black,0.6266666666666667,0.5614035087719298,0.1331921755928261,0.6119584675305197,0.6092633753245434,0.0055271483254032555,0.1331921755928261,0.0055271483254032555,0.12766502726742285
Academic,Grade 4 Science,age,9.96,9.991228070175438,-0.06760462042919975,9.9955747883338,9.995235256612863,0.0007389328685584883,0.06760462042919975,0.0007389328685584883,0.06686568756064126
Academic,Grade 4 Science,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 4 Science,entry_code=C,0.05333333333333334,0.07017543859649122,-0.0700116209487676,0.05897964089223322,0.07265710593526792,-0.05517998924041481,0.0700116209487676,0.05517998924041481,0.014831631708352791
Academic,Grade 4 Science,entry_code=R,0.92,0.9122807017543859,0.027852385891241154,0.9167021669065706,0.9147148029004951,0.00715335286142671,0.027852385891241154,0.00715335286142671,0.020699033029814445
Academic,Grade 4 Science,entry_code=R1,0.0,0.008771929824561403,-0.13303802104754786,0.0,0.0022941521109408444,-0.06781485599841702,0.13303802104754786,0.06781485599841702,0.06522316504913084
Academic,Grade 4 Science,entry_code=S,0.02666666666666667,0.008771929824561403,0.13595191173955498,0.024318192201196066,0.010333939053296097,0.10732700666517152,0.13595191173955498,0.10732700666517152,0.028624905074383464
Academic,Grade 5 ELA,baseline_atlas_score,1046.754716981132,1042.1938775510205,0.32793517848308124,1045.1017456049456,1045.0791541414703,0.001560299619158963,0.32793517848308124,0.001560299619158963,0.32637487886392225
Academic,Grade 5 ELA,female,0.3584905660377358,0.5306122448979592,-0.351694520502987,0.4216569154165264,0.41464786137488174,0.01421014310104931,0.351694520502987,0.01421014310104931,0.3374843774019377
Academic,Grade 5 ELA,black,0.7735849056603774,0.6122448979591837,0.35523645013887123,0.7536906970195848,0.7356202639554084,0.04144964771893578,0.35523645013887123,0.04144964771893578,0.31378680241993545
Academic,Grade 5 ELA,age,10.962264150943396,10.928571428571429,0.07205822905147283,10.9168262441628,10.916691795412467,0.000285951990617637,0.07205822905147283,0.000285951990617637,0.07177227706085519
Academic,Grade 5 ELA,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 5 ELA,entry_code=C,0.11320754716981132,0.061224489795918366,0.18502492826807637,0.08934069444952442,0.08657093723250069,0.009779275349262071,0.18502492826807637,0.009779275349262071,0.1752456529188143
Academic,Grade 5 ELA,entry_code=R,0.8490566037735849,0.9081632653061225,-0.18173239646906136,0.8736634970425262,0.8628743878926951,0.03190579864090591,0.18173239646906136,0.03190579864090591,0.14982659782815544
Academic,Grade 5 ELA,entry_code=R1,0.0,0.01020408163265306,-0.14359163172354764,0.0,0.012929077431721668,-0.16185442855757762,0.14359163172354764,0.16185442855757762,-0.018262796834029982
Academic,Grade 5 ELA,entry_code=S,0.03773584905660377,0.02040816326530612,0.1032732322007234,0.03699580850794939,0.03762559744308249,-0.0033230420588485237,0.1032732322007234,0.0033230420588485237,0.09995019014187488
Academic,Grade 5 Math,baseline_atlas_score,1043.4716981132076,1038.6767676767677,0.2615831447191446,1040.9772623831125,1040.96548432151,0.0006264506771420237,0.2615831447191446,0.0006264506771420237,0.2609566940420026
Academic,Grade 5 Math,female,0.3584905660377358,0.5252525252525253,-0.34063661877228435,0.425465483120995,0.4156504707712225,0.019883570811305575,0.34063661877228435,0.019883570811305575,0.32075304796097875
Academic,Grade 5 Math,black,0.7735849056603774,0.6060606060606061,0.368250895484241,0.7452155101727224,0.7249847419531298,0.04585771188611566,0.368250895484241,0.04585771188611566,0.32239318359812535
Academic,Grade 5 Math,age,10.962264150943396,10.929292929292929,0.07071552197528744,10.92471251092644,10.924444674601782,0.000566830107101082,0.07071552197528744,0.000566830107101082,0.07014869186818636
Academic,Grade 5 Math,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 5 Math,entry_code=C,0.11320754716981132,0.0707070707070707,0.14747725769075973,0.08891127576467252,0.09075646271651668,-0.0064530086519246025,0.14747725769075973,0.0064530086519246025,0.14102424903883512
Academic,Grade 5 Math,entry_code=R,0.8490566037735849,0.898989898989899,-0.15090941625974783,0.872641031163428,0.8574960036854764,0.044339916323335594,0.15090941625974783,0.044339916323335594,0.10656949993641224
Academic,Grade 5 Math,entry_code=R1,0.0,0.010101010101010102,-0.14285714285714285,0.0,0.01788139787866823,-0.1908243372492777,0.14285714285714285,0.1908243372492777,-0.04796719439213484
Academic,Grade 5 Math,entry_code=S,0.03773584905660377,0.020202020202020204,0.10468586887375192,0.0384476930718994,0.033866135719338594,0.024544092526823595,0.10468586887375192,0.024544092526823595,0.08014177634692832
Academic,Grade 5 Science,baseline_atlas_score,1048.3396226415093,1042.020618556701,0.5148559349542599,1045.9716400005434,1045.9379130779205,0.0026048873281796347,0.5148559349542599,0.0026048873281796347,0.5122510476260802
Academic,Grade 5 Science,female,0.3584905660377358,0.5360824742268041,-0.3630100464644511,0.4408288208427565,0.4328253304182381,0.016136818237353877,0.3630100464644511,0.016136818237353877,0.34687322822709726
Academic,Grade 5 Science,black,0.7735849056603774,0.6082474226804123,0.36364978301748285,0.7599935899718409,0.7412846896100954,0.04325338038051898,0.36364978301748285,0.04325338038051898,0.3203964026369639
Academic,Grade 5 Science,age,10.962264150943396,10.927835051546392,0.07342149178977621,10.914487039272982,10.914306461995622,0.0003699084903735116,0.07342149178977621,0.0003699084903735116,0.0730515832994027
Academic,Grade 5 Science,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Grade 5 Science,entry_code=C,0.11320754716981132,0.05154639175257732,0.22569630393058468,0.07941974561026265,0.06984311921423866,0.03644738614220774,0.22569630393058468,0.03644738614220774,0.18924891778837694
Academic,Grade 5 Science,entry_code=R,0.8490566037735849,0.9175257731958762,-0.2144737656403234,0.8876735315070771,0.8802731034172706,0.023109328004626225,0.2144737656403234,0.023109328004626225,0.19136443763569716
Academic,Grade 5 Science,entry_code=R1,0.0,0.010309278350515464,-0.14433756729740643,0.0,0.014934960002257545,-0.17413440112502743,0.14433756729740643,0.17413440112502743,-0.029796833827620994
Academic,Grade 5 Science,entry_code=S,0.03773584905660377,0.020618556701030927,0.10183698315747242,0.032906722882660305,0.03494881736623313,-0.011279770966990397,0.10183698315747242,0.011279770966990397,0.09055721219048202
Academic,Kindergarten ELA,baseline_atlas_score,1049.9615384615386,1047.8245614035088,0.1178830630490351,1049.7789102214342,1049.774151559373,0.00026410320194183756,0.1178830630490351,0.00026410320194183756,0.11761895984709327
Academic,Kindergarten ELA,female,0.4423076923076923,0.5087719298245614,-0.1333834683393405,0.4700325552095193,0.4640254755589627,0.012040583835380658,0.1333834683393405,0.012040583835380658,0.12134288450395984
Academic,Kindergarten ELA,black,0.6923076923076923,0.5263157894736842,0.345245561339489,0.6499154231395377,0.631925625891602,0.03750638793875512,0.345245561339489,0.03750638793875512,0.3077391734007339
Academic,Kindergarten ELA,age,5.9423076923076925,5.982456140350878,-0.09387796890946103,5.971088999537601,5.970881839289012,0.00048219370706550387,0.09387796890946103,0.00048219370706550387,0.09339577520239552
Academic,Kindergarten ELA,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Kindergarten ELA,entry_code=C,0.038461538461538464,0.05263157894736842,-0.06800123791135365,0.04967482315447725,0.060047236243690516,-0.04556303672290697,0.06800123791135365,0.04556303672290697,0.02243820118844668
Academic,Kindergarten ELA,entry_code=D,0.0,0.008771929824561403,-0.13303802104754786,0.0,0.002746032307133771,-0.07421042736128135,0.13303802104754786,0.07421042736128135,0.05882759368626651
Academic,Kindergarten ELA,entry_code=R,0.9423076923076923,0.9210526315789473,0.08432205066011303,0.936624414769226,0.9095936629801877,0.10159060150176975,0.08432205066011303,0.10159060150176975,-0.017268550841656724
Academic,Kindergarten ELA,entry_code=S,0.019230769230769232,0.017543859649122806,0.012556573164427171,0.01370076207629666,0.027613068468987954,-0.09793072722898011,0.012556573164427171,0.09793072722898011,-0.08537415406455294
Academic,Kindergarten Math,baseline_atlas_score,1046.2884615384614,1047.9107142857142,-0.10279452023098594,1047.0830779289054,1047.100671475399,-0.001161512283809165,0.10279452023098594,0.001161512283809165,0.10163300794717678
Academic,Kindergarten Math,female,0.4423076923076923,0.5178571428571429,-0.15165303455585089,0.4744123748575413,0.46750924598003085,0.013829932398346817,0.15165303455585089,0.013829932398346817,0.13782310215750407
Academic,Kindergarten Math,black,0.6923076923076923,0.5178571428571429,0.3626921184767611,0.6468717623191679,0.6280490233097501,0.03916171730024501,0.3626921184767611,0.03916171730024501,0.3235304011765161
Academic,Kindergarten Math,age,5.9423076923076925,5.973214285714286,-0.0729206688874307,5.966914055315929,5.966601497670437,0.0007298428721066041,0.0729206688874307,0.0007298428721066041,0.0721908260153241
Academic,Kindergarten Math,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Academic,Kindergarten Math,entry_code=C,0.038461538461538464,0.05357142857142857,-0.0721633479951661,0.05070259044210812,0.06432992662886636,-0.0585551066705526,0.0721633479951661,0.0585551066705526,0.013608241324613503
Academic,Kindergarten Math,entry_code=D,0.0,0.008928571428571428,-0.13423121104280483,0.0,0.003043857171079664,-0.07814282468915722,0.13423121104280483,0.07814282468915722,0.056088386353647615
Academic,Kindergarten Math,entry_code=R,0.9423076923076923,0.9196428571428571,0.08949845725898448,0.9352651301596684,0.9053691547069084,0.1105666536550148,0.08949845725898448,0.1105666536550148,-0.021068196396030317
Academic,Kindergarten Math,entry_code=S,0.019230769230769232,0.017857142857142856,0.010182106314258773,0.014032279398223439,0.027257061493145662,-0.093107465594048,0.010182106314258773,0.093107465594048,-0.08292535927978924
Attendance,Attendance model,female,0.47721822541966424,0.4630177514792899,0.02845468395770716,0.4675125631818032,0.4675125631818032,0.0,0.02845468395770716,0.0,0.02845468395770716
Attendance,Attendance model,black,0.6426858513189448,0.5695266272189349,0.15015009989996508,0.6182681956762851,0.618268195676286,-1.8282374083736335e-15,0.15015009989996508,1.8282374083736335e-15,0.15015009989996325
Attendance,Attendance model,age,8.498800959232614,8.421597633136095,0.04491134711389068,8.474006714459868,8.474006714459872,-2.092716306941769e-15,0.04491134711389068,2.092716306941769e-15,0.04491134711388858
Attendance,Attendance model,meal_status_disadvantaged,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Attendance,Attendance model,entry_code=C,0.07913669064748201,0.07692307692307693,0.008253091006790007,0.07923067236031016,0.07923067236031031,-5.651852709643425e-16,0.008253091006790007,5.651852709643425e-16,0.008253091006789441
Attendance,Attendance model,entry_code=D,0.0,0.004437869822485207,-0.09442089072996883,0.0,7.557326902225837e-18,-3.887756911697499e-09,0.09442089072996883,3.887756911697499e-09,0.09442088684221192
Attendance,Attendance model,entry_code=HS,0.004796163069544364,0.0,0.09817613873476318,5.322863097161512e-18,0.0,3.262778906748513e-09,0.09817613873476318,3.262778906748513e-09,0.09817613547198427
Attendance,Attendance model,entry_code=R,0.8776978417266187,0.8949704142011834,-0.054438238523303636,0.8910878510646284,0.8910878510646283,3.563787538699397e-16,0.054438238523303636,3.563787538699397e-16,0.05443823852330328
Attendance,Attendance model,entry_code=R1,0.0,0.0029585798816568047,-0.07703712157713453,0.0,5.038217934817224e-18,-3.174340225879143e-09,0.07703712157713453,3.174340225879143e-09,0.07703711840279431
Attendance,Attendance model,entry_code=S,0.03836930455635491,0.020710059171597635,0.10444116215996717,0.029681476575061462,0.02968147657506146,2.044373954335871e-17,0.10444116215996717,2.044373954335871e-17,0.10444116215996715
Attendance,Attendance model,grade=01,0.1606714628297362,0.16863905325443787,-0.021484803431241237,0.1667898860764212,0.16678988607642162,-1.116810208340039e-15,0.021484803431241237,1.116810208340039e-15,0.02148480343124012
Attendance,Attendance model,grade=02,0.16546762589928057,0.1346153846153846,0.08647443278141964,0.154187030178321,0.1541870301783209,3.074320477634804e-16,0.08647443278141964,3.074320477634804e-16,0.08647443278141934
Attendance,Attendance model,grade=03,0.20623501199040767,0.1804733727810651,0.06526590670098627,0.19818606839795566,0.1981860683979555,4.1776122580270126e-16,0.06526590670098627,4.1776122580270126e-16,0.06526590670098585
Attendance,Attendance model,grade=04,0.19664268585131894,0.17899408284023668,0.04519866233022084,0.19001100856879927,0.1900110085687993,-7.074916176048565e-17,0.04519866233022084,7.074916176048565e-17,0.04519866233022077
Attendance,Attendance model,grade=05,0.12949640287769784,0.15236686390532544,-0.06576449276917526,0.1372630321671314,0.13726303216713126,4.0327773459560474e-16,0.06576449276917526,4.0327773459560474e-16,0.06576449276917486
