grade,school,jmtes,subject,student_id,post_score,baseline_score,baseline_source,female,black,age,meal_status,entry_code,source_file
Kindergarten,JES,0,ELA,6425847721,1036.0,1043.0,ELA Sum 2025,0,1,5.0,02,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,6425847721,1043.0,1031.0,Math Sum 2025,0,1,5.0,02,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,5165240467,1065.0,1048.0,ELA Winter 2025,0,0,6.0,04,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,5165240467,1038.0,1025.0,Math Winter 2025,0,0,6.0,04,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,2147605721,1040.0,1035.0,ELA Winter 2025,0,1,6.0,03,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,2147605721,1042.0,1031.0,Math Winter 2025,0,1,6.0,03,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,8518276362,1070.0,1069.0,ELA Sum 2025,0,0,6.0,01,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,8518276362,1086.0,1079.0,Math Sum 2025,0,0,6.0,01,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,6465216143,1073.0,1062.0,ELA Winter 2025,0,0,6.0,03,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,6465216143,1072.0,1046.0,Math Winter 2025,0,0,6.0,03,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,8260154717,1045.0,1042.0,ELA Winter 2025,1,0,6.0,05,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,8260154717,1033.0,1021.0,Math Winter 2025,1,0,6.0,05,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,3360122164,1073.0,1068.0,ELA Winter 2025,1,1,5.0,05,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,3360122164,1073.0,1059.0,Math Winter 2025,1,1,5.0,05,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,2061784681,1077.0,1077.0,ELA Sum 2025,1,0,6.0,03,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,2061784681,1071.0,1070.0,Math Sum 2025,1,0,6.0,03,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,8832726862,1079.0,1072.0,ELA Sum 2025,1,1,5.0,04,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,8832726862,1067.0,1068.0,Math Sum 2025,1,1,5.0,04,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,5722186376,1073.0,1069.0,ELA Winter 2025,1,0,6.0,02,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,5722186376,1094.0,1070.0,Math Winter 2025,1,0,6.0,02,R,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,ELA,4687562267,1049.0,1044.0,ELA Winter 2025,1,1,6.0,05,C,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
Kindergarten,JES,0,Math,4687562267,1030.0,1031.0,Math Winter 2025,1,1,6.0,05,C,Kindergarten/JES Atlas Report - Kindergarten - Merged At Risk.csv
