domain,model,school,propensity
Academic,Grade 1 ELA,JES,0.4056870077137721
Academic,Grade 1 ELA,JES,0.316703944506835
Academic,Grade 1 ELA,JES,0.3633753281203861
Academic,Grade 1 ELA,JES,0.20192110380456652
Academic,Grade 1 ELA,JES,0.4468141874845464
Academic,Grade 1 ELA,JES,0.4174612303993848
Academic,Grade 1 ELA,JES,0.47455991084541727
Academic,Grade 1 ELA,JES,0.3718886141672999
Academic,Grade 1 ELA,JES,0.306783347185052
Academic,Grade 1 ELA,JES,0.2082460273967855
Academic,Grade 1 ELA,JES,0.234183524807975
Academic,Grade 1 ELA,JES,0.252969377091249
Academic,Grade 1 ELA,JES,0.29273319777818085
Academic,Grade 1 ELA,JES,0.47279701400915763
Academic,Grade 1 ELA,JES,0.324324810114814
Academic,Grade 1 Math,JMTES,0.33339427686148354
Academic,Grade 1 Math,JMTES,0.2857260205704074
Academic,Grade 1 Math,JMTES,0.5334513242654838
Academic,Grade 1 Math,JMTES,0.36947161920063387
Academic,Grade 1 Math,JMTES,0.37689094968188236
Academic,Grade 1 Math,JMTES,0.43852136774907285
Academic,Grade 1 Math,JMTES,0.4270542281842545
Academic,Grade 1 Math,JMTES,0.37189634452453096
Academic,Grade 1 Math,JMTES,0.3970018858523801
Academic,Grade 1 Math,JMTES,0.2919252101131461
Academic,Grade 1 Math,JMTES,0.5027730228946173
Academic,Grade 1 Math,JMTES,0.34752641493692826
Academic,Grade 1 Math,JMTES,0.3905242440547972
Academic,Grade 1 Math,JMTES,0.37850566822517195
Academic,Grade 1 Math,JMTES,0.4070258305198017
Academic,Grade 1 Math,JMTES,0.44416945835438143
Academic,Grade 1 Math,JMTES,0.41555897866550623
Academic,Grade 1 Math,JMTES,0.39939351427664876
Academic,Grade 1 Math,JMTES,0.4839009816810673
Academic,Grade 1 Math,JMTES,0.40761460271795463
Academic,Grade 1 Math,JMTES,0.3758153846653748
Academic,Grade 1 Math,JMTES,0.37689094968188236
Academic,Grade 1 Math,JMTES,0.28490553243333777
Academic,Grade 1 Math,JMTES,0.337321938425542
Academic,Grade 1 Math,JMTES,0.35590621106592113
Academic,Grade 1 Math,JMTES,0.33327380257379335
Academic,Grade 1 Math,JMTES,0.3707040059088059
Academic,Grade 1 Math,JMTES,0.30518482586173606
Academic,Grade 1 Math,JMTES,0.3188001893555944
Academic,Grade 1 Math,JMTES,0.3492387128621727
Academic,Grade 1 Math,JMTES,0.3456430279071125
Academic,Grade 1 Math,JMTES,0.38101193118063237
Academic,Grade 1 Math,JMTES,0.3739985748603334
Academic,Grade 1 Math,JMTES,0.37689094968188236
Academic,Grade 1 Math,JMTES,0.21984249671441355
Academic,Grade 1 Math,JMTES,0.34786888984309405
Academic,Grade 1 Math,JMTES,0.3388993495557965
Academic,Grade 1 Math,JMTES,0.3404803471384957
Academic,Grade 1 Math,JMTES,0.27092635455980985
Academic,Grade 1 Math,JMTES,0.39301713652663856
Academic,Grade 1 Math,JMTES,0.5106429455527969
Academic,Grade 1 Math,JMTES,0.358053108076422
Academic,Grade 1 Math,JMTES,0.340084762993191
Academic,Grade 1 Math,JMTES,0.3162737693229615
Academic,Grade 1 Math,JMTES,0.3078066943075445
Academic,Grade 1 Math,JMTES,0.546172816169183
Academic,Grade 1 Math,JMTES,0.4737871446456226
Academic,Grade 1 Math,JMTES,0.2804259289702402
Academic,Grade 1 Math,JMTES,0.3723498082435369
Academic,Grade 1 Math,JMTES,0.41513107117163706
Academic,Grade 1 Math,JMTES,0.31020872209321865
Academic,Grade 1 Math,JMTES,0.37189634452453096
Academic,Grade 1 Math,JMTES,0.24258505955187734
Academic,Grade 1 Math,JMTES,0.3681993697759726
Academic,Grade 1 Math,JMTES,0.4152953915339419
Academic,Grade 1 Math,JMTES,0.25461889429947115
Academic,Grade 1 Math,JMTES,0.2897771648139151
Academic,Grade 1 Math,JMTES,0.44765920984744095
Academic,Grade 1 Math,JMTES,0.27617887004242536
Academic,Grade 1 Math,JES,0.2814939002686148
Academic,Grade 1 Math,JES,0.37813324258758757
Academic,Grade 1 Math,JES,0.2970037516179025
Academic,Grade 1 Math,JES,0.33224632224622747
Academic,Grade 1 Math,JES,0.2562946758734376
Academic,Grade 1 Math,JES,0.23980576822273766
Academic,Grade 1 Math,JES,0.2643423573072479
Academic,Grade 1 Math,JES,0.2535233570703007
Academic,Grade 1 Math,JES,0.3377159535040723
Academic,Grade 1 Math,JES,0.2762145862533454
Academic,Grade 1 Math,JES,0.39934016172823616
Academic,Grade 1 Math,JES,0.25882157376276504
Academic,Grade 1 Math,JES,0.452886571644792
Academic,Grade 1 Math,JES,0.1800250170494486
Academic,Grade 1 Math,JES,0.37602173155945834
Academic,Grade 1 Math,JES,0.4208530558901936
Academic,Grade 1 Math,JES,0.37313203284604773
Academic,Grade 1 Math,JES,0.31195190578526766
Academic,Grade 1 Math,JES,0.5054026399710337
Academic,Grade 1 Math,JES,0.467330681620222
Academic,Grade 1 Math,JES,0.4063452996850857
Academic,Grade 1 Math,JES,0.3411044218430735
Academic,Grade 1 Math,JES,0.3940527762627524
Academic,Grade 1 Math,JES,0.3326114908487679
Academic,Grade 1 Math,JES,0.41853082886317156
Academic,Grade 1 Math,JES,0.3081822667443753
Academic,Grade 1 Math,JES,0.4197410469089873
Academic,Grade 1 Math,JES,0.3226391353011693
Academic,Grade 1 Math,JES,0.5036684123134958
Academic,Grade 1 Math,JES,0.3165085285524693
Academic,Grade 1 Math,JES,0.35475300441873237
Academic,Grade 1 Math,JES,0.1864455736667557
Academic,Grade 1 Math,JES,0.3483259821850951
Academic,Grade 1 Math,JES,0.340084762993191
Academic,Grade 1 Math,JES,0.175700718774804
Academic,Grade 1 Math,JES,0.23530510477059047
Academic,Grade 1 Math,JES,0.31121044688869703
Academic,Grade 1 Math,JES,0.2433241693840702
Academic,Grade 1 Math,JES,0.44286471695546853
Academic,Grade 1 Math,JES,0.2944814441183736
Academic,Grade 1 Math,JES,0.33811019399823256
Academic,Grade 1 Math,JES,0.43164192370543536
Academic,Grade 1 Math,JES,0.4032038142646141
Academic,Grade 1 Math,JES,0.3388993495557965
Academic,Grade 1 Math,JES,0.27512334230478835
Academic,Grade 1 Math,JES,0.3472389612744134
Academic,Grade 1 Math,JES,0.34912640469530953
Academic,Grade 1 Math,JES,0.2729571891816124
Academic,Grade 1 Math,JES,0.3698822266032232
Academic,Grade 1 Math,JES,0.3797500398150087
Academic,Grade 1 Math,JES,0.33968940173117274
Academic,Grade 1 Math,JES,0.4746658750544419
Academic,Grade 1 Math,JES,0.3768489934455782
Academic,Grade 1 Math,JES,0.2575058828454679
Academic,Grade 1 Math,JES,0.14722268419686255
Academic,Grade 1 Math,JES,0.29462771506906404
Academic,Grade 1 Math,JES,0.3707040059088059
Academic,Grade 1 Math,JES,0.2542238404769286
Academic,Grade 1 Math,JES,0.22255445049754954
Academic,Grade 1 Math,JES,0.11345633415492286
Academic,Grade 1 Math,JES,0.3711151767935085
Academic,Grade 1 Math,JES,0.3376054284724508
Academic,Grade 1 Math,JES,0.34467776214397533
Academic,Grade 1 Math,JES,0.40511375009480466
Academic,Grade 1 Math,JES,0.38926672472280616
Academic,Grade 1 Math,JES,0.2102870457975892
Academic,Grade 1 Math,JES,0.3134667986402095
Academic,Grade 1 Math,JES,0.2552883403000566
Academic,Grade 1 Math,JES,0.412966535203151
Academic,Grade 1 Math,JES,0.4125394128830197
Academic,Grade 1 Math,JES,0.3432556409424171
Academic,Grade 1 Math,JES,0.3428585086122052
Academic,Grade 1 Math,JES,0.34206490401171963
Academic,Grade 1 Math,JES,0.36660268330305856
Academic,Grade 1 Math,JES,0.2868706783624331
Academic,Grade 1 Math,JES,0.2970037516179025
Academic,Grade 1 Math,JES,0.3854170138675142
Academic,Grade 1 Math,JES,0.24930506711383107
Academic,Grade 1 Math,JES,0.4083023656135519
Academic,Grade 1 Math,JES,0.4389552902718367
Academic,Grade 1 Math,JES,0.26399982357316404
Academic,Grade 1 Math,JES,0.37029302234215417
Academic,Grade 1 Math,JES,0.2999789075741867
Academic,Grade 1 Math,JES,0.378017040039349
Academic,Grade 1 Math,JES,0.30298489261871486
Academic,Grade 1 Math,JES,0.4112857349468412
Academic,Grade 1 Math,JES,0.3952229111174637
Academic,Grade 1 Math,JES,0.25062655180326443
Academic,Grade 1 Math,JES,0.37148481940164746
Academic,Grade 1 Math,JES,0.40490106705938
Academic,Grade 1 Math,JES,0.27833330676953966
Academic,Grade 1 Math,JES,0.42596052554698366
Academic,Grade 1 Math,JES,0.3760636512758776
Academic,Grade 1 Math,JES,0.31233025385483737
Academic,Grade 1 Math,JES,0.4053420254654803
Academic,Grade 1 Math,JES,0.2509576504554022
Academic,Grade 1 Math,JES,0.3797500398150087
Academic,Grade 1 Math,JES,0.34444835283744263
Academic,Grade 1 Math,JES,0.37230805548222395
Academic,Grade 1 Math,JES,0.27125255428880773
Academic,Grade 1 Math,JES,0.3727617232828444
Academic,Grade 1 Math,JES,0.5163934752353233
Academic,Grade 1 Math,JES,0.40761460271795463
Academic,Grade 1 Math,JES,0.3357481406087849
Academic,Grade 1 Math,JES,0.35839155383058496
Academic,Grade 1 Math,JES,0.3011473801533953
Academic,Grade 1 Math,JES,0.2330928370392468
Academic,Grade 1 Math,JES,0.32042182127707636
Academic,Grade 1 Math,JES,0.37029302234215417
Academic,Grade 1 Math,JES,0.40150887586771294
Academic,Grade 1 Math,JES,0.31460558711460207
Academic,Grade 2 ELA,JMTES,0.4327563281005436
Academic,Grade 2 ELA,JMTES,0.4245248414324503
Academic,Grade 2 ELA,JMTES,0.3387831831788704
Academic,Grade 2 ELA,JMTES,0.34377778377201573
Academic,Grade 2 ELA,JMTES,0.4822037199416407
Academic,Grade 2 ELA,JMTES,0.3623470621950689
Academic,Grade 2 ELA,JMTES,0.4273850584605605
Academic,Grade 2 ELA,JMTES,0.5431778928307063
Academic,Grade 2 ELA,JMTES,0.2378871611568242
Academic,Grade 2 ELA,JMTES,0.34002081981277693
Academic,Grade 2 ELA,JMTES,0.5606088714609211
Academic,Grade 2 ELA,JMTES,0.46901385601670664
Academic,Grade 2 ELA,JMTES,0.6369133256476238
Academic,Grade 2 ELA,JMTES,0.4427524324025123
Academic,Grade 2 ELA,JMTES,0.7013464904404627
Academic,Grade 2 ELA,JMTES,0.5721023416717124
Academic,Grade 2 ELA,JMTES,0.5266012329831711
Academic,Grade 2 ELA,JMTES,0.46842064568330766
Academic,Grade 2 ELA,JMTES,0.6477869944383705
Academic,Grade 2 ELA,JMTES,0.692085385050937
Academic,Grade 2 ELA,JMTES,0.228122002741178
Academic,Grade 2 ELA,JMTES,0.324076394262204
Academic,Grade 2 ELA,JMTES,0.34133747664268216
Academic,Grade 2 ELA,JMTES,0.485054770288346
Academic,Grade 2 ELA,JMTES,0.188318602399555
Academic,Grade 2 ELA,JMTES,0.5016364794057317
Academic,Grade 2 ELA,JMTES,0.3738899628341235
Academic,Grade 2 ELA,JMTES,0.5729046348285937
Academic,Grade 2 ELA,JMTES,0.5578706795352638
Academic,Grade 2 ELA,JMTES,0.3615269537623697
Academic,Grade 2 ELA,JMTES,0.44081718263721364
Academic,Grade 2 ELA,JMTES,0.4242392682019968
Academic,Grade 2 ELA,JMTES,0.5923861686727577
Academic,Grade 2 ELA,JMTES,0.31302874798335234
Academic,Grade 2 ELA,JMTES,0.47406402495426747
Academic,Grade 2 ELA,JMTES,0.5316287981568657
Academic,Grade 2 ELA,JMTES,0.5931344492719149
Academic,Grade 2 ELA,JMTES,0.4961504678237106
Academic,Grade 2 ELA,JMTES,0.5910227518496404
Academic,Grade 2 ELA,JMTES,0.4765859304969534
Academic,Grade 2 ELA,JMTES,0.31512701349750655
Academic,Grade 2 ELA,JMTES,0.47943063119158824
Academic,Grade 2 ELA,JMTES,0.3615269537623697
Academic,Grade 2 ELA,JMTES,0.7281508979560111
Academic,Grade 2 ELA,JMTES,0.35961423945610643
Academic,Grade 2 ELA,JMTES,0.719144587690091
Academic,Grade 2 ELA,JMTES,0.4830174951112882
Academic,Grade 2 ELA,JMTES,0.6377904349633059
Academic,Grade 2 ELA,JMTES,0.49248162954086927
Academic,Grade 2 ELA,JMTES,0.6966721101906335
Academic,Grade 2 ELA,JMTES,0.3744438615114887
Academic,Grade 2 ELA,JMTES,0.4405321781043148
Academic,Grade 2 ELA,JMTES,0.24826396161569264
Academic,Grade 2 ELA,JMTES,0.3896843828082352
Academic,Grade 2 ELA,JMTES,0.3661851712843779
Academic,Grade 2 ELA,JMTES,0.4298946070218616
Academic,Grade 2 ELA,JMTES,0.5894599526573718
Academic,Grade 2 ELA,JMTES,0.541960516017182
Academic,Grade 2 ELA,JMTES,0.5093670529305147
Academic,Grade 2 ELA,JMTES,0.4606516159034136
Academic,Grade 2 ELA,JMTES,0.5696004150498103
Academic,Grade 2 ELA,JMTES,0.36804597523507243
Academic,Grade 2 ELA,JMTES,0.4055819817672676
Academic,Grade 2 ELA,JMTES,0.5431863639718404
Academic,Grade 2 ELA,JMTES,0.7489626092409458
Academic,Grade 2 ELA,JMTES,0.4208145336369038
Academic,Grade 2 ELA,JMTES,0.4190398594152088
Academic,Grade 2 ELA,JES,0.33089497798326584
Academic,Grade 2 ELA,JES,0.40023710975564586
Academic,Grade 2 ELA,JES,0.5343125558995966
Academic,Grade 2 ELA,JES,0.31477438418893877
Academic,Grade 2 ELA,JES,0.46754065913378234
Academic,Grade 2 ELA,JES,0.3338242330433021
Academic,Grade 2 ELA,JES,0.2869382695581308
Academic,Grade 2 ELA,JES,0.5234215259329887
Academic,Grade 2 ELA,JES,0.32906730818973146
Academic,Grade 2 ELA,JES,0.3687036808026663
Academic,Grade 2 ELA,JES,0.3462881853920974
Academic,Grade 2 ELA,JES,0.326454460507068
Academic,Grade 2 ELA,JES,0.3438393953285132
Academic,Grade 2 ELA,JES,0.3610441348595518
Academic,Grade 2 ELA,JES,0.4461468069180428
Academic,Grade 2 ELA,JES,0.5963819859936316
Academic,Grade 2 ELA,JES,0.3843489037303621
Academic,Grade 2 ELA,JES,0.3610441348595518
Academic,Grade 2 ELA,JES,0.37649409751062923
Academic,Grade 2 ELA,JES,0.3265145121743747
Academic,Grade 2 ELA,JES,0.5604745999472364
Academic,Grade 2 ELA,JES,0.1372087057155847
Academic,Grade 2 ELA,JES,0.6129203531369446
Academic,Grade 2 ELA,JES,0.27190908161287264
Academic,Grade 2 ELA,JES,0.3824592194576258
Academic,Grade 2 ELA,JES,0.3875421486795336
Academic,Grade 2 ELA,JES,0.44501387827009126
Academic,Grade 2 ELA,JES,0.20732231970465945
Academic,Grade 2 ELA,JES,0.3213997031169686
Academic,Grade 2 ELA,JES,0.6136564818286984
Academic,Grade 2 ELA,JES,0.33629919921024864
Academic,Grade 2 ELA,JES,0.5542653292030724
Academic,Grade 2 ELA,JES,0.44001342520317255
Academic,Grade 2 ELA,JES,0.22617186046718016
Academic,Grade 2 ELA,JES,0.35133464000780606
Academic,Grade 2 ELA,JES,0.6932645261630289
Academic,Grade 2 ELA,JES,0.2825603515446084
Academic,Grade 2 ELA,JES,0.4655790931430579
Academic,Grade 2 ELA,JES,0.4437310704351584
Academic,Grade 2 ELA,JES,0.517058163871564
Academic,Grade 2 ELA,JES,0.3496142289731277
Academic,Grade 2 ELA,JES,0.2708806697580822
Academic,Grade 2 ELA,JES,0.34377778377201573
Academic,Grade 2 ELA,JES,0.429095482699255
Academic,Grade 2 ELA,JES,0.35133464000780606
Academic,Grade 2 ELA,JES,0.45796065655462703
Academic,Grade 2 ELA,JES,0.25182501146731295
Academic,Grade 2 ELA,JES,0.30076692835722935
Academic,Grade 2 ELA,JES,0.6252486915147547
Academic,Grade 2 ELA,JES,0.3585872317860429
Academic,Grade 2 ELA,JES,0.3363601574623498
Academic,Grade 2 ELA,JES,0.3289620456379802
Academic,Grade 2 ELA,JES,0.5180677333253035
Academic,Grade 2 ELA,JES,0.5850676792964252
Academic,Grade 2 ELA,JES,0.28742947956292025
Academic,Grade 2 ELA,JES,0.4901137636924204
Academic,Grade 2 ELA,JES,0.4000876079686293
Academic,Grade 2 ELA,JES,0.2018988998277735
Academic,Grade 2 ELA,JES,0.21139133577576424
Academic,Grade 2 ELA,JES,0.44501387827009126
Academic,Grade 2 ELA,JES,0.29962245908362606
Academic,Grade 2 ELA,JES,0.37322847535982323
Academic,Grade 2 ELA,JES,0.2261658855431476
Academic,Grade 2 ELA,JES,0.3739538957253419
Academic,Grade 2 ELA,JES,0.4435488040610891
Academic,Grade 2 ELA,JES,0.17671941584175127
Academic,Grade 2 ELA,JES,0.31599666942224974
Academic,Grade 2 ELA,JES,0.3981401401961445
Academic,Grade 2 ELA,JES,0.3399441049057609
Academic,Grade 2 ELA,JES,0.4517973482753561
Academic,Grade 2 ELA,JES,0.4606516159034136
Academic,Grade 2 ELA,JES,0.18494605047383372
Academic,Grade 2 ELA,JES,0.5313970782703401
Academic,Grade 2 ELA,JES,0.5348331335934103
Academic,Grade 2 ELA,JES,0.5178766890328614
Academic,Grade 2 ELA,JES,0.35133464000780606
Academic,Grade 2 ELA,JES,0.4035415786409513
Academic,Grade 2 ELA,JES,0.5178766890328614
Academic,Grade 2 ELA,JES,0.5468843143946142
Academic,Grade 2 ELA,JES,0.5529686788650179
Academic,Grade 2 ELA,JES,0.38814869710673977
Academic,Grade 2 ELA,JES,0.34055042776551364
Academic,Grade 2 ELA,JES,0.47861672989083814
Academic,Grade 2 ELA,JES,0.36726439076778683
Academic,Grade 2 ELA,JES,0.5478136827553614
Academic,Grade 2 ELA,JES,0.3610441348595518
Academic,Grade 2 ELA,JES,0.36170006894682105
Academic,Grade 2 ELA,JES,0.4821307742407105
Academic,Grade 2 ELA,JES,0.4572972935506275
Academic,Grade 2 Math,JMTES,0.4511576745675131
Academic,Grade 2 Math,JMTES,0.412390499877311
Academic,Grade 2 Math,JMTES,0.3800285972301694
Academic,Grade 2 Math,JMTES,0.3809046490356278
Academic,Grade 2 Math,JMTES,0.4201411111648678
Academic,Grade 2 Math,JMTES,0.3668968403507502
Academic,Grade 2 Math,JMTES,0.4775156002468357
Academic,Grade 2 Math,JMTES,0.4729293070246233
Academic,Grade 2 Math,JMTES,0.2502827688296632
Academic,Grade 2 Math,JMTES,0.34759621442980976
Academic,Grade 2 Math,JMTES,0.6147845696075888
Academic,Grade 2 Math,JMTES,0.40837332487814365
Academic,Grade 2 Math,JMTES,0.6857265876566012
Academic,Grade 2 Math,JMTES,0.48361341983054396
Academic,Grade 2 Math,JMTES,0.6165889826614567
Academic,Grade 2 Math,JMTES,0.5763163652428812
Academic,Grade 2 Math,JMTES,0.4994497458932122
Academic,Grade 2 Math,JMTES,0.420066456196008
Academic,Grade 2 Math,JMTES,0.6205350582787605
Academic,Grade 2 Math,JMTES,0.7069640163490181
Academic,Grade 2 Math,JMTES,0.256220521249756
Academic,Grade 2 Math,JMTES,0.3630368488829646
Academic,Grade 2 Math,JMTES,0.36777685405012084
Academic,Grade 2 Math,JMTES,0.5427695922318982
Academic,Grade 2 Math,JMTES,0.20800313383870536
Academic,Grade 2 Math,JMTES,0.43378010358350344
Academic,Grade 2 Math,JMTES,0.42149989286726497
Academic,Grade 2 Math,JMTES,0.5662867201877214
Academic,Grade 2 Math,JMTES,0.6182992580665178
Academic,Grade 2 Math,JMTES,0.392362076418139
Academic,Grade 2 Math,JMTES,0.4319552934064546
Academic,Grade 2 Math,JMTES,0.4347405287852588
Academic,Grade 2 Math,JMTES,0.5165026367370329
Academic,Grade 2 Math,JMTES,0.321417568927529
