school,treatment,student_id,female,black,ses,grade,entry_date,enrolled_days,unexcused,excused,total_absences,unexcused_absence_rate,excused_absence_rate,total_absence_rate
JMTES,1,600410595,0,0,2,02,2025-08-18,159,3.0,5.0,8.0,1.8867924528301887,3.1446540880503147,5.031446540880504
JMTES,1,600410517,1,1,2,02,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600410407,1,1,2,01,2025-09-02,149,9.0,3.0,12.0,6.0402684563758395,2.013422818791946,8.053691275167784
JMTES,1,600409200,1,1,2,03,2025-08-18,159,9.0,1.0,10.0,5.660377358490567,0.628930817610063,6.289308176100629
JMTES,1,600412149,1,1,2,KF,2025-08-18,159,10.0,3.0,13.0,6.289308176100629,1.8867924528301887,8.176100628930817
JMTES,1,600404981,1,1,2,05,2025-08-18,159,0.0,2.0,2.0,0.0,1.257861635220126,1.257861635220126
JMTES,1,600408749,1,1,2,02,2025-08-18,159,7.0,1.0,8.0,4.40251572327044,0.628930817610063,5.031446540880504
JMTES,1,600409877,1,1,2,KF,2025-08-18,159,19.0,0.0,19.0,11.949685534591195,0.0,11.949685534591195
JMTES,1,600411363,0,1,2,04,2025-08-18,159,16.0,2.0,18.0,10.062893081761008,1.257861635220126,11.320754716981133
JMTES,1,600411361,1,1,2,03,2025-08-18,159,28.0,1.0,29.0,17.61006289308176,0.628930817610063,18.238993710691823
JMTES,1,600410503,0,1,2,02,2025-08-18,159,1.0,0.0,1.0,0.628930817610063,0.0,0.628930817610063
JMTES,1,600409309,1,1,2,03,2025-08-18,159,1.0,0.0,1.0,0.628930817610063,0.0,0.628930817610063
JMTES,1,600408350,1,1,2,04,2025-08-18,159,9.0,2.0,11.0,5.660377358490567,1.257861635220126,6.918238993710692
JMTES,1,600413144,0,1,0,01,2026-03-31,27,8.0,0.0,8.0,29.629629629629626,0.0,29.629629629629626
JMTES,1,600408289,0,0,2,04,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600409340,0,0,1,03,2025-08-18,159,14.0,1.0,15.0,8.80503144654088,0.628930817610063,9.433962264150944
JMTES,1,600411916,0,0,0,02,2025-08-18,159,6.0,28.0,34.0,3.7735849056603774,17.61006289308176,21.38364779874214
JMTES,1,600409019,1,1,2,01,2025-08-18,159,16.0,4.0,20.0,10.062893081761008,2.515723270440252,12.578616352201259
JMTES,1,600410405,0,1,2,KF,2025-08-18,159,10.0,2.0,12.0,6.289308176100629,1.257861635220126,7.547169811320755
JMTES,1,600413217,1,1,0,01,2026-04-15,16,0.0,2.0,2.0,0.0,12.5,12.5
JMTES,1,600408738,0,1,2,01,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600408795,0,1,2,02,2025-08-18,159,7.0,1.0,8.0,4.40251572327044,0.628930817610063,5.031446540880504
JMTES,1,600408506,0,1,1,01,2025-08-18,159,4.0,2.0,6.0,2.515723270440252,1.257861635220126,3.7735849056603774
JMTES,1,600410252,1,1,2,03,2025-08-18,159,11.0,0.0,11.0,6.918238993710692,0.0,6.918238993710692
JMTES,1,600409879,1,1,2,KF,2025-08-18,159,9.0,0.0,9.0,5.660377358490567,0.0,5.660377358490567
JMTES,1,600404972,0,0,2,04,2025-08-18,159,3.0,9.0,12.0,1.8867924528301887,5.660377358490567,7.547169811320755
JMTES,1,600406821,0,1,2,03,2025-08-18,159,1.0,0.0,1.0,0.628930817610063,0.0,0.628930817610063
JMTES,1,600407222,1,1,2,02,2025-08-18,159,1.0,6.0,7.0,0.628930817610063,3.7735849056603774,4.40251572327044
JMTES,1,600409394,0,0,0,01,2025-12-04,88,5.0,3.0,8.0,5.681818181818182,3.4090909090909087,9.090909090909092
JMTES,1,600413137,1,0,0,KF,2026-02-26,45,6.0,6.0,12.0,13.333333333333334,13.333333333333334,26.666666666666668
JMTES,1,600411499,0,1,1,03,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600411350,0,1,1,KF,2025-08-18,159,1.0,1.0,2.0,0.628930817610063,0.628930817610063,1.257861635220126
JMTES,1,600411498,1,1,1,01,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600410345,1,1,2,KF,2025-08-18,159,11.0,1.0,12.0,6.918238993710692,0.628930817610063,7.547169811320755
JMTES,1,600412350,0,0,2,KF,2025-08-18,159,0.0,4.0,4.0,0.0,2.515723270440252,2.515723270440252
JMTES,1,600408393,1,0,2,04,2026-02-11,56,14.0,0.0,14.0,25.0,0.0,25.0
JMTES,1,600408571,1,0,2,02,2026-02-11,56,12.0,0.0,12.0,21.428571428571427,0.0,21.428571428571427
JMTES,1,600413147,0,1,2,KF,2026-03-04,41,3.0,0.0,3.0,7.317073170731707,0.0,7.317073170731707
JMTES,1,600413148,1,1,2,01,2026-03-04,41,4.0,0.0,4.0,9.75609756097561,0.0,9.75609756097561
JMTES,1,600409872,1,1,2,05,2025-08-18,159,11.0,0.0,11.0,6.918238993710692,0.0,6.918238993710692
JMTES,1,600412581,0,1,1,KF,2025-08-18,159,18.0,10.0,28.0,11.320754716981133,6.289308176100629,17.61006289308176
JMTES,1,600409364,1,0,1,02,2025-08-18,159,9.0,1.0,10.0,5.660377358490567,0.628930817610063,6.289308176100629
JMTES,1,600406729,1,0,1,05,2025-08-18,159,11.0,8.0,19.0,6.918238993710692,5.031446540880504,11.949685534591195
JMTES,1,600408879,1,0,1,03,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600411482,1,0,0,01,2025-08-18,159,15.0,16.0,31.0,9.433962264150944,10.062893081761008,19.49685534591195
JMTES,1,600405544,1,0,2,04,2025-09-18,137,12.0,17.0,29.0,8.75912408759124,12.408759124087592,21.16788321167883
JMTES,1,600408507,0,1,0,01,2025-08-18,159,5.0,6.0,11.0,3.1446540880503147,3.7735849056603774,6.918238993710692
JMTES,1,600408827,0,1,2,02,2025-08-18,159,19.0,0.0,19.0,11.949685534591195,0.0,11.949685534591195
JMTES,1,600411864,1,1,2,KF,2025-08-18,159,22.0,0.0,22.0,13.836477987421384,0.0,13.836477987421384
JMTES,1,600411324,1,1,0,03,2025-08-18,159,3.0,2.0,5.0,1.8867924528301887,1.257861635220126,3.1446540880503147
JMTES,1,600411321,1,1,0,01,2025-08-18,159,3.0,1.0,4.0,1.8867924528301887,0.628930817610063,2.515723270440252
JMTES,1,600410495,1,0,0,03,2025-08-18,159,9.0,0.0,9.0,5.660377358490567,0.0,5.660377358490567
JMTES,1,600410494,0,0,0,02,2025-08-18,159,11.0,0.0,11.0,6.918238993710692,0.0,6.918238993710692
JMTES,1,600411527,1,0,1,03,2026-04-01,26,4.0,0.0,4.0,15.384615384615385,0.0,15.384615384615385
JMTES,1,600407349,0,1,2,04,2025-08-18,159,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600412193,0,1,1,02,2025-08-18,159,7.0,1.0,8.0,4.40251572327044,0.628930817610063,5.031446540880504
JMTES,1,600408980,0,1,2,02,2026-02-12,55,11.0,1.0,12.0,20.0,1.8181818181818181,21.818181818181817
JMTES,1,600408396,1,1,2,05,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600412697,1,1,2,KF,2025-08-18,159,27.0,0.0,27.0,16.9811320754717,0.0,16.9811320754717
JMTES,1,600406767,1,1,0,04,2025-11-14,97,10.0,3.0,13.0,10.309278350515463,3.0927835051546393,13.402061855670103
JMTES,1,600407799,1,1,0,04,2025-08-18,159,21.0,2.0,23.0,13.20754716981132,1.257861635220126,14.465408805031446
JMTES,1,600403464,0,1,1,05,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600409342,0,1,2,01,2025-08-18,159,4.0,20.0,24.0,2.515723270440252,12.578616352201259,15.09433962264151
JMTES,1,600408921,1,1,2,03,2025-08-18,159,4.0,3.0,7.0,2.515723270440252,1.8867924528301887,4.40251572327044
JMTES,1,600411900,1,1,2,02,2025-11-04,105,13.0,1.0,14.0,12.380952380952381,0.9523809523809524,13.333333333333334
JMTES,1,600405218,0,1,2,05,2025-08-18,159,11.0,1.0,12.0,6.918238993710692,0.628930817610063,7.547169811320755
JMTES,1,600407431,1,1,2,02,2025-08-18,159,7.0,2.0,9.0,4.40251572327044,1.257861635220126,5.660377358490567
JMTES,1,600412786,1,0,2,04,2025-08-20,157,13.0,1.0,14.0,8.280254777070063,0.6369426751592357,8.9171974522293
JMTES,1,600412788,1,0,2,02,2025-08-21,156,10.0,1.0,11.0,6.41025641025641,0.641025641025641,7.051282051282051
JMTES,1,600407872,0,0,2,04,2025-08-18,159,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600407908,0,0,2,02,2025-08-18,159,4.0,1.0,5.0,2.515723270440252,0.628930817610063,3.1446540880503147
JMTES,1,600409020,1,1,2,01,2025-08-18,159,5.0,0.0,5.0,3.1446540880503147,0.0,3.1446540880503147
JMTES,1,600410334,1,1,2,05,2025-11-14,97,4.0,3.0,7.0,4.123711340206185,3.0927835051546393,7.216494845360824
JMTES,1,600407465,0,1,2,03,2025-11-14,97,7.0,2.0,9.0,7.216494845360824,2.0618556701030926,9.278350515463918
JMTES,1,600408740,1,1,2,01,2025-08-18,159,13.0,1.0,14.0,8.176100628930817,0.628930817610063,8.80503144654088
JMTES,1,600408026,0,1,2,04,2025-08-18,159,3.0,2.0,5.0,1.8867924528301887,1.257861635220126,3.1446540880503147
JMTES,1,600408024,0,1,2,04,2025-08-18,159,2.0,1.0,3.0,1.257861635220126,0.628930817610063,1.8867924528301887
JMTES,1,600410469,0,0,2,03,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600411380,1,0,2,03,2025-08-18,159,10.0,0.0,10.0,6.289308176100629,0.0,6.289308176100629
JMTES,1,600411379,1,0,2,04,2025-08-18,159,13.0,1.0,14.0,8.176100628930817,0.628930817610063,8.80503144654088
JMTES,1,600409738,1,1,2,01,2026-01-20,66,8.0,0.0,8.0,12.121212121212121,0.0,12.121212121212121
JMTES,1,600411633,0,1,2,KF,2025-08-18,159,30.0,0.0,30.0,18.867924528301888,0.0,18.867924528301888
JMTES,1,600412351,0,0,2,KF,2025-08-18,159,6.0,7.0,13.0,3.7735849056603774,4.40251572327044,8.176100628930817
JMTES,1,600412663,0,1,0,KF,2025-08-18,159,11.0,16.0,27.0,6.918238993710692,10.062893081761008,16.9811320754717
JMTES,1,600407231,1,1,2,02,2025-08-18,159,12.0,1.0,13.0,7.547169811320755,0.628930817610063,8.176100628930817
JMTES,1,600409035,1,1,2,01,2025-08-18,159,15.0,21.0,36.0,9.433962264150944,13.20754716981132,22.641509433962266
JMTES,1,600408189,0,1,2,04,2025-08-18,159,10.0,6.0,16.0,6.289308176100629,3.7735849056603774,10.062893081761008
JMTES,1,600408544,0,1,2,03,2025-08-18,159,0.0,1.0,1.0,0.0,0.628930817610063,0.628930817610063
JMTES,1,600407336,0,1,2,03,2025-08-18,159,3.0,1.0,4.0,1.8867924528301887,0.628930817610063,2.515723270440252
JMTES,1,600411932,0,1,2,01,2025-08-18,159,31.0,1.0,32.0,19.49685534591195,0.628930817610063,20.125786163522015
JMTES,1,600411524,0,1,2,01,2025-08-18,159,11.0,5.0,16.0,6.918238993710692,3.1446540880503147,10.062893081761008
JMTES,1,600411819,1,1,2,03,2025-08-18,159,16.0,4.0,20.0,10.062893081761008,2.515723270440252,12.578616352201259
JMTES,1,600405114,0,1,2,04,2025-08-18,159,6.0,14.0,20.0,3.7735849056603774,8.80503144654088,12.578616352201259
JMTES,1,600412515,1,1,2,02,2025-08-18,159,28.0,7.0,35.0,17.61006289308176,4.40251572327044,22.0125786163522
JMTES,1,600412288,0,0,2,02,2025-08-18,159,1.0,2.0,3.0,0.628930817610063,1.257861635220126,1.8867924528301887
JMTES,1,600411786,0,0,2,01,2025-08-18,159,6.0,0.0,6.0,3.7735849056603774,0.0,3.7735849056603774
JMTES,1,600409371,1,0,0,04,2025-08-18,159,8.0,2.0,10.0,5.031446540880504,1.257861635220126,6.289308176100629
JMTES,1,600411785,1,0,2,03,2025-10-17,116,7.0,0.0,7.0,6.0344827586206895,0.0,6.0344827586206895
JMTES,1,600411574,1,1,2,01,2025-08-18,159,15.0,1.0,16.0,9.433962264150944,0.628930817610063,10.062893081761008
JMTES,1,600412432,1,0,2,04,2025-08-18,159,5.0,0.0,5.0,3.1446540880503147,0.0,3.1446540880503147
JMTES,1,600409299,1,0,0,03,2026-04-14,17,7.0,0.0,7.0,41.17647058823529,0.0,41.17647058823529
JMTES,1,600410973,0,0,2,02,2026-03-05,40,9.0,0.0,9.0,22.5,0.0,22.5
JMTES,1,600410972,1,0,2,04,2026-03-05,40,4.0,0.0,4.0,10.0,0.0,10.0
JMTES,1,600405711,1,1,2,05,2025-08-18,159,4.0,4.0,8.0,2.515723270440252,2.515723270440252,5.031446540880504
JMTES,1,600412302,1,1,0,05,2025-08-18,159,13.0,1.0,14.0,8.176100628930817,0.628930817610063,8.80503144654088
JMTES,1,600410733,0,1,2,05,2025-08-18,159,4.0,2.0,6.0,2.515723270440252,1.257861635220126,3.7735849056603774
JMTES,1,600408433,0,0,0,03,2025-08-18,159,11.0,0.0,11.0,6.918238993710692,0.0,6.918238993710692
JMTES,1,600410730,1,1,2,03,2025-08-18,159,5.0,2.0,7.0,3.1446540880503147,1.257861635220126,4.40251572327044
JMTES,1,600410729,0,1,2,03,2025-08-18,159,5.0,2.0,7.0,3.1446540880503147,1.257861635220126,4.40251572327044
JMTES,1,600413111,1,1,0,04,2026-02-06,59,8.0,1.0,9.0,13.559322033898304,1.694915254237288,15.254237288135593
JMTES,1,600411515,1,1,2,KF,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600406328,0,1,2,04,2025-08-18,159,7.0,3.0,10.0,4.40251572327044,1.8867924528301887,6.289308176100629
JMTES,1,600406341,1,1,2,03,2025-08-18,159,7.0,1.0,8.0,4.40251572327044,0.628930817610063,5.031446540880504
JMTES,1,600412178,1,1,2,03,2025-08-18,159,6.0,0.0,6.0,3.7735849056603774,0.0,3.7735849056603774
JMTES,1,600409885,1,1,2,KF,2025-08-18,159,15.0,11.0,26.0,9.433962264150944,6.918238993710692,16.352201257861633
JMTES,1,600409300,1,0,2,03,2025-08-18,159,15.0,7.0,22.0,9.433962264150944,4.40251572327044,13.836477987421384
JMTES,1,600412802,1,0,1,KF,2025-10-06,125,23.0,1.0,24.0,18.4,0.8,19.2
JMTES,1,600409176,1,1,2,04,2025-08-18,159,19.0,12.0,31.0,11.949685534591195,7.547169811320755,19.49685534591195
JMTES,1,600408822,0,0,0,04,2025-08-18,159,1.0,1.0,2.0,0.628930817610063,0.628930817610063,1.257861635220126
JMTES,1,600405910,0,1,2,04,2026-02-18,51,3.0,0.0,3.0,5.88235294117647,0.0,5.88235294117647
JMTES,1,600405911,0,1,2,05,2026-02-18,51,2.0,0.0,2.0,3.9215686274509802,0.0,3.9215686274509802
JMTES,1,600412634,1,1,2,05,2025-08-18,159,19.0,0.0,19.0,11.949685534591195,0.0,11.949685534591195
JMTES,1,600411620,0,1,2,03,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600411312,0,1,2,KF,2025-08-18,159,16.0,0.0,16.0,10.062893081761008,0.0,10.062893081761008
JMTES,1,600409812,1,1,2,03,2025-08-18,159,4.0,1.0,5.0,2.515723270440252,0.628930817610063,3.1446540880503147
JMTES,1,600409014,0,0,2,03,2025-08-18,159,1.0,4.0,5.0,0.628930817610063,2.515723270440252,3.1446540880503147
JMTES,1,600410455,0,0,2,05,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600410454,1,0,2,02,2025-08-18,159,15.0,0.0,15.0,9.433962264150944,0.0,9.433962264150944
JMTES,1,600407490,1,0,2,04,2025-08-18,159,3.0,9.0,12.0,1.8867924528301887,5.660377358490567,7.547169811320755
JMTES,1,600409887,0,0,2,KF,2025-08-18,159,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600408136,1,0,2,02,2025-08-18,159,1.0,1.0,2.0,0.628930817610063,0.628930817610063,1.257861635220126
JMTES,1,600407486,0,0,2,03,2025-08-18,159,0.0,1.0,1.0,0.0,0.628930817610063,0.628930817610063
JMTES,1,600405127,0,1,1,04,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600413187,0,1,0,05,2026-04-01,26,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600407239,1,1,1,02,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600410043,0,1,1,KF,2025-08-18,159,1.0,0.0,1.0,0.628930817610063,0.0,0.628930817610063
JMTES,1,600412696,0,1,2,01,2025-08-18,159,17.0,7.0,24.0,10.69182389937107,4.40251572327044,15.09433962264151
JMTES,1,600412147,0,0,2,KF,2025-08-18,159,12.0,3.0,15.0,7.547169811320755,1.8867924528301887,9.433962264150944
JMTES,1,600407513,0,0,2,04,2025-08-18,159,11.0,3.0,14.0,6.918238993710692,1.8867924528301887,8.80503144654088
JMTES,1,600410215,1,0,2,02,2025-08-18,159,15.0,6.0,21.0,9.433962264150944,3.7735849056603774,13.20754716981132
JMTES,1,600410885,0,1,2,02,2025-08-18,159,36.0,1.0,37.0,22.641509433962266,0.628930817610063,23.270440251572328
JMTES,1,600406342,0,0,2,03,2025-08-18,159,9.0,5.0,14.0,5.660377358490567,3.1446540880503147,8.80503144654088
JMTES,1,600405720,0,1,2,05,2025-08-18,159,30.0,0.0,30.0,18.867924528301888,0.0,18.867924528301888
JMTES,1,600410512,0,1,2,02,2025-08-18,159,36.0,3.0,39.0,22.641509433962266,1.8867924528301887,24.528301886792452
JMTES,1,600409888,1,0,2,KF,2025-08-18,159,5.0,3.0,8.0,3.1446540880503147,1.8867924528301887,5.031446540880504
JMTES,1,600412065,0,1,0,02,2025-08-18,159,1.0,5.0,6.0,0.628930817610063,3.1446540880503147,3.7735849056603774
JMTES,1,600409403,0,1,2,02,2025-10-29,108,11.0,0.0,11.0,10.185185185185185,0.0,10.185185185185185
JMTES,1,600406329,1,1,2,04,2025-10-29,108,8.0,3.0,11.0,7.4074074074074066,2.7777777777777777,10.185185185185185
JMTES,1,600410491,1,1,2,02,2025-08-18,159,12.0,7.0,19.0,7.547169811320755,4.40251572327044,11.949685534591195
JMTES,1,600411467,0,1,2,KF,2025-08-18,159,12.0,8.0,20.0,7.547169811320755,5.031446540880504,12.578616352201259
JMTES,1,600407840,1,1,2,04,2025-09-02,149,6.0,2.0,8.0,4.026845637583892,1.342281879194631,5.369127516778524
JMTES,1,600410754,0,0,2,01,2025-08-18,159,4.0,1.0,5.0,2.515723270440252,0.628930817610063,3.1446540880503147
JMTES,1,600410652,1,1,2,04,2025-08-18,159,13.0,0.0,13.0,8.176100628930817,0.0,8.176100628930817
JMTES,1,600407217,0,1,0,03,2025-08-18,159,4.0,1.0,5.0,2.515723270440252,0.628930817610063,3.1446540880503147
JMTES,1,600410183,0,0,2,KF,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600410321,0,1,2,02,2025-08-18,159,6.0,2.0,8.0,3.7735849056603774,1.257861635220126,5.031446540880504
JMTES,1,600406777,1,1,2,03,2025-10-13,120,16.0,1.0,17.0,13.333333333333334,0.8333333333333334,14.166666666666666
JMTES,1,600407493,0,1,2,04,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600411232,0,1,2,01,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600412038,0,0,2,01,2025-08-18,159,10.0,5.0,15.0,6.289308176100629,3.1446540880503147,9.433962264150944
JMTES,1,600412039,1,0,2,01,2025-08-18,159,9.0,3.0,12.0,5.660377358490567,1.8867924528301887,7.547169811320755
JMTES,1,600408511,1,1,2,01,2025-08-18,159,11.0,3.0,14.0,6.918238993710692,1.8867924528301887,8.80503144654088
JMTES,1,600413190,1,0,0,04,2026-04-01,26,2.0,2.0,4.0,7.6923076923076925,7.6923076923076925,15.384615384615385
JMTES,1,600413077,1,0,2,02,2026-01-08,73,1.0,6.0,7.0,1.36986301369863,8.21917808219178,9.58904109589041
JMTES,1,600410839,1,1,2,02,2025-08-18,159,9.0,0.0,9.0,5.660377358490567,0.0,5.660377358490567
JMTES,1,600407242,1,1,0,02,2026-02-23,48,12.0,0.0,12.0,25.0,0.0,25.0
JMTES,1,600403599,0,1,2,05,2026-03-30,28,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600408378,1,1,2,04,2025-08-18,159,1.0,0.0,1.0,0.628930817610063,0.0,0.628930817610063
JMTES,1,600406303,1,1,2,05,2025-08-18,159,0.0,1.0,1.0,0.0,0.628930817610063,0.628930817610063
JMTES,1,600406545,1,0,2,03,2025-08-18,159,6.0,9.0,15.0,3.7735849056603774,5.660377358490567,9.433962264150944
JMTES,1,600411871,0,0,0,04,2025-08-18,159,11.0,2.0,13.0,6.918238993710692,1.257861635220126,8.176100628930817
JMTES,1,600407395,1,1,0,02,2025-08-18,159,7.0,4.0,11.0,4.40251572327044,2.515723270440252,6.918238993710692
JMTES,1,600411702,1,1,2,03,2025-08-18,159,22.0,0.0,22.0,13.836477987421384,0.0,13.836477987421384
JMTES,1,600411705,1,1,2,04,2025-08-18,159,23.0,0.0,23.0,14.465408805031446,0.0,14.465408805031446
JMTES,1,600412835,0,1,2,KF,2025-08-28,151,32.0,1.0,33.0,21.192052980132452,0.6622516556291391,21.85430463576159
JMTES,1,600408039,0,1,1,04,2025-08-18,159,7.0,2.0,9.0,4.40251572327044,1.257861635220126,5.660377358490567
JMTES,1,600410456,0,1,1,02,2025-08-18,159,10.0,3.0,13.0,6.289308176100629,1.8867924528301887,8.176100628930817
JMTES,1,600412494,1,1,2,KF,2025-08-18,159,5.0,0.0,5.0,3.1446540880503147,0.0,3.1446540880503147
JMTES,1,600412323,0,1,2,02,2025-10-21,114,12.0,3.0,15.0,10.526315789473683,2.631578947368421,13.157894736842104
JMTES,1,600407955,1,0,0,03,2025-08-18,159,8.0,0.0,8.0,5.031446540880504,0.0,5.031446540880504
JMTES,1,600410516,1,1,2,04,2025-08-18,159,10.0,4.0,14.0,6.289308176100629,2.515723270440252,8.80503144654088
JMTES,1,600412066,1,1,2,KF,2025-08-18,159,14.0,0.0,14.0,8.80503144654088,0.0,8.80503144654088
JMTES,1,600409395,1,0,2,01,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600407251,0,0,2,03,2026-02-06,59,1.0,1.0,2.0,1.694915254237288,1.694915254237288,3.389830508474576
JMTES,1,600413154,0,0,0,01,2026-03-10,37,3.0,2.0,5.0,8.108108108108109,5.405405405405405,13.513513513513514
JMTES,1,600413089,0,0,0,03,2026-01-15,68,0.0,4.0,4.0,0.0,5.88235294117647,5.88235294117647
JMTES,1,600410848,1,1,2,03,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600409894,1,0,2,KF,2025-08-18,159,19.0,2.0,21.0,11.949685534591195,1.257861635220126,13.20754716981132
JMTES,1,600410840,1,1,2,04,2025-08-18,159,13.0,2.0,15.0,8.176100628930817,1.257861635220126,9.433962264150944
JMTES,1,600412749,1,1,2,KF,2025-08-18,159,7.0,7.0,14.0,4.40251572327044,4.40251572327044,8.80503144654088
JMTES,1,600411031,1,0,2,01,2025-08-18,159,5.0,4.0,9.0,3.1446540880503147,2.515723270440252,5.660377358490567
JMTES,1,600411984,1,0,0,03,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600412767,1,0,0,KF,2025-08-19,158,6.0,2.0,8.0,3.79746835443038,1.2658227848101267,5.063291139240507
JMTES,1,600402254,0,1,2,05,2025-08-18,159,13.0,2.0,15.0,8.176100628930817,1.257861635220126,9.433962264150944
JMTES,1,600412748,0,1,2,KF,2025-08-18,159,16.0,0.0,16.0,10.062893081761008,0.0,10.062893081761008
JMTES,1,600406348,0,1,2,03,2026-03-30,28,0.0,1.0,1.0,0.0,3.571428571428571,3.571428571428571
