school,student_id,state_report_id,student_grade,gender,ethnic_name,student_age,meal_status_code,student_status_current,entry_date,entry_code,unexcused,excused,unexcused_absence_pct,excused_absence_pct,total_absence_pct,school_l1_referrals,school_l2_referrals,school_l3_referrals,school_l4_referrals,total_school_referrals,bus_l1_referrals,bus_l2_referrals,bus_l3_referrals,total_bus_referrals
JMTES,600409879,4642137608,KF,Female,Black,6,05,A,45887.0,R,10.0,0.0,5.88235294117647,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600404972,6118087155,04,Male,NonBlack,10,05,A,45887.0,R,3.0,9.0,1.7647058823529411,5.294117647058823,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406821,7447231518,03,Male,Black,9,01,A,45887.0,R,5.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600407222,7635045481,02,Female,Black,8,01,A,45887.0,R,1.0,6.0,0.5882352941176471,3.5294117647058822,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409394,6740113028,01,Male,NonBlack,6,03,A,45995.0,R,11.0,3.0,6.470588235294119,1.7647058823529411,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413137,5516757531,KF,Female,NonBlack,6,03,A,46079.0,S,8.0,6.0,4.705882352941177,3.5294117647058822,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411499,5362531826,03,Male,Black,9,02,A,45887.0,R,2.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411350,4623230243,KF,Male,Black,6,02,A,45887.0,R,1.0,1.0,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411498,8166138347,01,Female,Black,7,02,A,45887.0,R,2.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410345,7115522582,KF,Female,Black,6,05,A,45887.0,R,16.0,1.0,9.411764705882353,0.5882352941176471,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412350,2823857728,KF,Male,NonBlack,5,05,A,45887.0,R,0.0,4.0,0.0,2.3529411764705883,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408393,3665542621,04,Female,NonBlack,10,04,A,46064.0,R,15.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408571,4438345253,02,Female,NonBlack,7,04,A,46064.0,R,14.0,0.0,8.235294117647058,0.0,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413147,6265846142,KF,Male,Black,6,04,A,46085.0,HS,3.0,0.0,1.7647058823529411,0.0,1.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413148,7857752461,01,Female,Black,7,04,A,46085.0,HS,9.0,0.0,5.294117647058823,0.0,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409872,3052570163,05,Female,Black,10,04,A,45887.0,R,11.0,0.0,6.470588235294119,0.0,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412581,7847462433,KF,Male,Black,6,02,A,45887.0,R,26.0,10.0,15.294117647058824,5.88235294117647,21.176470588235293,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
JMTES,600409364,1546727163,02,Female,NonBlack,8,02,A,45887.0,R,11.0,1.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406729,7817611677,05,Female,NonBlack,10,02,A,45887.0,R,13.0,8.0,7.647058823529412,4.705882352941177,12.352941176470589,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600408879,2388064161,03,Female,NonBlack,9,02,A,45887.0,R,9.0,1.0,5.294117647058823,0.5882352941176471,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411482,2085805463,01,Female,NonBlack,7,03,A,45887.0,R,17.0,16.0,10.0,9.411764705882353,19.411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405544,8418453515,04,Female,NonBlack,10,04,A,45918.0,R,12.0,19.0,7.0588235294117645,11.176470588235295,18.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408507,1645701722,01,Male,Black,7,03,A,45887.0,R,8.0,6.0,4.705882352941177,3.5294117647058822,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408827,2352016452,02,Male,Black,8,05,A,45887.0,R,23.0,0.0,13.529411764705882,0.0,13.529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411864,2075503182,KF,Female,Black,6,04,A,45887.0,R,25.0,0.0,14.705882352941178,0.0,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411324,3776714655,03,Female,Black,9,03,A,45887.0,R,3.0,2.0,1.7647058823529411,1.1764705882352942,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411321,8267752785,01,Female,Black,7,03,A,45887.0,R,5.0,1.0,2.941176470588235,0.5882352941176471,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410495,8807174718,03,Female,NonBlack,9,03,A,45887.0,R,9.0,0.0,5.294117647058823,0.0,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410494,7631483172,02,Male,NonBlack,7,03,A,45887.0,R,11.0,0.0,6.470588235294119,0.0,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411527,6321412133,03,Female,NonBlack,11,02,A,46113.0,R,4.0,0.0,2.3529411764705883,0.0,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407349,7816515264,04,Male,Black,10,05,A,45887.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412193,7480101443,02,Male,Black,8,06,A,45887.0,C,8.0,1.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408980,4873854638,02,Male,Black,7,04,A,46065.0,R,11.0,1.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408396,4741553057,05,Female,Black,11,05,A,45887.0,R,12.0,0.0,7.0588235294117645,0.0,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412697,5126383372,KF,Female,Black,6,05,A,45887.0,R,27.0,0.0,15.88235294117647,0.0,15.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406767,8322632458,04,Female,Black,10,03,A,45975.0,S,12.0,3.0,7.0588235294117645,1.7647058823529411,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
JMTES,600407799,4538876842,04,Female,Black,10,03,A,45887.0,R,23.0,2.0,13.529411764705882,1.1764705882352942,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600403464,2303270314,05,Male,Black,11,02,A,45887.0,R,5.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600409342,1737606284,01,Male,Black,7,05,A,45887.0,R,6.0,22.0,3.5294117647058822,12.941176470588237,16.470588235294116,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
JMTES,600408921,3115423452,03,Female,Black,10,05,A,45887.0,R,4.0,3.0,2.3529411764705883,1.7647058823529411,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411900,1521127663,02,Female,Black,7,05,A,45965.0,R,19.0,1.0,11.176470588235295,0.5882352941176471,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405218,7685380261,05,Male,Black,11,05,A,45887.0,R,12.0,1.0,7.0588235294117645,0.5882352941176471,7.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407431,8876330768,02,Female,Black,8,05,A,45887.0,R,9.0,2.0,5.294117647058823,1.1764705882352942,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412786,2657612632,04,Female,NonBlack,10,05,A,45889.0,C,13.0,1.0,7.647058823529412,0.5882352941176471,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412788,1285100855,02,Female,NonBlack,8,05,A,45890.0,C,11.0,1.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407872,6810161036,04,Male,NonBlack,9,05,A,45887.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407908,1361181426,02,Male,NonBlack,8,05,A,45887.0,R,4.0,1.0,2.3529411764705883,0.5882352941176471,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409020,1221170571,01,Female,Black,7,05,A,45887.0,R,7.0,0.0,4.117647058823529,0.0,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410334,8643281003,05,Female,Black,10,04,A,45975.0,R,6.0,3.0,3.5294117647058822,1.7647058823529411,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407465,7527171457,03,Male,Black,9,04,A,45975.0,R,8.0,2.0,4.705882352941177,1.1764705882352942,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408740,5572882185,01,Female,Black,7,01,A,45887.0,R,19.0,1.0,11.176470588235295,0.5882352941176471,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408026,5226446478,04,Male,Black,11,05,A,45887.0,R,3.0,2.0,1.7647058823529411,1.1764705882352942,2.941176470588235,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600408024,2170750422,04,Male,Black,11,05,A,45887.0,R,2.0,1.0,1.1764705882352942,0.5882352941176471,1.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410469,8801674071,03,Male,NonBlack,9,05,A,45887.0,R,8.0,0.0,4.705882352941177,0.0,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411380,4430656546,03,Female,NonBlack,8,01,A,45887.0,R,13.0,2.0,7.647058823529412,1.1764705882352942,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411379,6615730223,04,Female,NonBlack,10,01,A,45887.0,R,14.0,1.0,8.235294117647058,0.5882352941176471,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409738,2375886678,01,Female,Black,7,05,A,46042.0,R,15.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411633,7454881042,KF,Male,Black,6,05,A,45887.0,R,30.0,0.0,17.647058823529413,0.0,17.647058823529413,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
JMTES,600412351,8532567423,KF,Male,NonBlack,6,01,A,45887.0,R,6.0,7.0,3.5294117647058822,4.117647058823529,7.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412663,4105122473,KF,Male,Black,6,03,A,45887.0,R,12.0,16.0,7.0588235294117645,9.411764705882353,16.470588235294116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407231,2130868377,02,Female,Black,7,05,A,45887.0,R,16.0,2.0,9.411764705882353,1.1764705882352942,10.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409035,5745760154,01,Female,Black,7,05,A,45887.0,R,21.0,21.0,12.352941176470589,12.352941176470589,24.705882352941178,0.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0
JMTES,600408189,2368878476,04,Male,Black,11,04,A,45887.0,R,12.0,6.0,7.0588235294117645,3.5294117647058822,10.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408544,3638166235,03,Male,Black,9,04,A,45887.0,R,0.0,1.0,0.0,0.5882352941176471,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407336,7325087844,03,Male,Black,9,04,A,45887.0,R,3.0,1.0,1.7647058823529411,0.5882352941176471,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411932,8281061851,01,Male,Black,6,04,A,45887.0,R,33.0,1.0,19.411764705882355,0.5882352941176471,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411524,3054482032,01,Male,Black,7,01,A,45887.0,R,16.0,5.0,9.411764705882353,2.941176470588235,12.352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411819,5040056053,03,Female,Black,9,04,A,45887.0,R,18.0,4.0,10.588235294117647,2.3529411764705883,12.941176470588237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405114,2363450677,04,Male,Black,10,04,A,45887.0,R,6.0,14.0,3.5294117647058822,8.235294117647058,11.76470588235294,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
JMTES,600412515,3440411654,02,Female,Black,8,05,A,45887.0,C,30.0,7.0,17.647058823529413,4.117647058823529,21.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412288,6671463086,02,Male,NonBlack,9,04,A,45887.0,R,1.0,2.0,0.5882352941176471,1.1764705882352942,1.7647058823529411,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
JMTES,600411786,4068416784,01,Male,NonBlack,6,04,A,45887.0,R,7.0,0.0,4.117647058823529,0.0,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409371,6062127608,04,Female,NonBlack,10,03,A,45887.0,R,7.0,3.0,4.117647058823529,1.7647058823529411,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411785,1005508024,03,Female,NonBlack,10,04,A,45947.0,R,8.0,0.0,4.705882352941177,0.0,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411574,3706514162,01,Female,Black,7,04,A,45887.0,R,19.0,1.0,11.176470588235295,0.5882352941176471,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412432,4563378028,04,Female,NonBlack,10,01,A,45887.0,R,6.0,0.0,3.5294117647058822,0.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409299,5261838856,03,Female,NonBlack,9,03,A,46126.0,R,11.0,0.0,6.470588235294119,0.0,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410973,5164475421,02,Male,NonBlack,8,04,A,46086.0,R,9.0,0.0,5.294117647058823,0.0,5.294117647058823,0.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0
JMTES,600410972,6638342823,04,Female,NonBlack,10,04,A,46086.0,R,6.0,0.0,3.5294117647058822,0.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405711,1410687146,05,Female,Black,11,04,A,45887.0,R,4.0,4.0,2.3529411764705883,2.3529411764705883,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412302,5146060738,05,Female,Black,11,03,A,45887.0,R,13.0,1.0,7.647058823529412,0.5882352941176471,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
JMTES,600410733,1037325713,05,Male,Black,11,05,A,45887.0,R,4.0,2.0,2.3529411764705883,1.1764705882352942,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408433,8878221168,03,Male,NonBlack,10,03,A,45887.0,S,15.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
