school,treatment,grade,teacher,student_id,subject,wave,score
JMTES,1,3,Lovell,2388064161,Math,Winter 2025,1049.0
JMTES,1,3,Lovell,2388064161,Math,Summer 2026,1061.0
JMTES,1,3,Lovell,2388064161,Science,Fall 2025,1054.0
JMTES,1,3,Lovell,2388064161,Science,Winter 2025,1055.0
JMTES,1,3,Lovell,2388064161,Science,Summer 2026,1042.0
JMTES,1,3,Lovell,3776714655,ELA,Summer 2025,1026.0
JMTES,1,3,Lovell,3776714655,ELA,Fall 2025,1026.0
JMTES,1,3,Lovell,3776714655,ELA,Winter 2025,1037.0
JMTES,1,3,Lovell,3776714655,ELA,Summer 2026,1049.0
JMTES,1,3,Lovell,3776714655,Math,Summer 2025,1040.0
JMTES,1,3,Lovell,3776714655,Math,Fall 2025,1026.0
JMTES,1,3,Lovell,3776714655,Math,Winter 2025,1041.0
JMTES,1,3,Lovell,3776714655,Math,Summer 2026,1049.0
JMTES,1,3,Lovell,3776714655,Science,Fall 2025,1048.0
JMTES,1,3,Lovell,3776714655,Science,Winter 2025,1037.0
JMTES,1,3,Lovell,3776714655,Science,Summer 2026,1054.0
JMTES,1,3,Moss,8807174718,ELA,Summer 2025,1032.0
JMTES,1,3,Moss,8807174718,ELA,Fall 2025,1035.0
JMTES,1,3,Moss,8807174718,ELA,Winter 2025,1040.0
JMTES,1,3,Moss,8807174718,ELA,Summer 2026,1039.0
JMTES,1,3,Moss,8807174718,Math,Summer 2025,1050.0
JMTES,1,3,Moss,8807174718,Math,Fall 2025,1029.0
JMTES,1,3,Moss,8807174718,Math,Winter 2025,1034.0
JMTES,1,3,Moss,8807174718,Math,Summer 2026,1042.0
JMTES,1,3,Moss,8807174718,Science,Fall 2025,1051.0
JMTES,1,3,Moss,8807174718,Science,Winter 2025,1057.0
JMTES,1,3,Moss,8807174718,Science,Summer 2026,1060.0
JMTES,1,3,Moss,6321412133,ELA,Summer 2025,1000.0
JMTES,1,3,Moss,6321412133,ELA,Winter 2025,1030.0
JMTES,1,3,Moss,6321412133,ELA,Summer 2026,1034.0
JMTES,1,3,Moss,6321412133,Math,Summer 2025,1021.0
JMTES,1,3,Moss,6321412133,Math,Winter 2025,1026.0
JMTES,1,3,Moss,6321412133,Math,Summer 2026,1024.0
JMTES,1,3,Moss,6321412133,Science,Winter 2025,1038.0
JMTES,1,3,Moss,6321412133,Science,Summer 2026,1048.0
JMTES,1,3,Gulley,3115423452,ELA,Summer 2025,1000.0
JMTES,1,3,Gulley,3115423452,ELA,Fall 2025,1043.0
JMTES,1,3,Gulley,3115423452,ELA,Winter 2025,1019.0
JMTES,1,3,Gulley,3115423452,ELA,Summer 2026,1029.0
JMTES,1,3,Gulley,3115423452,Math,Summer 2025,1021.0
JMTES,1,3,Gulley,3115423452,Math,Fall 2025,1000.0
JMTES,1,3,Gulley,3115423452,Math,Winter 2025,1015.0
JMTES,1,3,Gulley,3115423452,Math,Summer 2026,1020.0
JMTES,1,3,Gulley,3115423452,Science,Fall 2025,1020.0
JMTES,1,3,Gulley,3115423452,Science,Winter 2025,1043.0
JMTES,1,3,Gulley,3115423452,Science,Summer 2026,1048.0
JMTES,1,3,Lovell,7527171457,ELA,Summer 2025,1047.0
JMTES,1,3,Lovell,7527171457,ELA,Winter 2025,1045.0
JMTES,1,3,Lovell,7527171457,ELA,Summer 2026,1051.0
JMTES,1,3,Lovell,7527171457,Math,Summer 2025,1049.0
JMTES,1,3,Lovell,7527171457,Math,Winter 2025,1033.0
JMTES,1,3,Lovell,7527171457,Math,Summer 2026,1049.0
JMTES,1,3,Lovell,7527171457,Science,Winter 2025,1024.0
JMTES,1,3,Lovell,7527171457,Science,Summer 2026,1045.0
JMTES,1,3,Gulley,8801674071,ELA,Summer 2025,1065.0
JMTES,1,3,Gulley,8801674071,ELA,Fall 2025,1056.0
JMTES,1,3,Gulley,8801674071,ELA,Winter 2025,1066.0
JMTES,1,3,Gulley,8801674071,ELA,Summer 2026,1062.0
JMTES,1,3,Gulley,8801674071,Math,Summer 2025,1065.0
JMTES,1,3,Gulley,8801674071,Math,Fall 2025,1043.0
JMTES,1,3,Gulley,8801674071,Math,Winter 2025,1049.0
JMTES,1,3,Gulley,8801674071,Math,Summer 2026,1056.0
JMTES,1,3,Gulley,8801674071,Science,Fall 2025,1035.0
JMTES,1,3,Gulley,8801674071,Science,Winter 2025,1049.0
JMTES,1,3,Gulley,8801674071,Science,Summer 2026,1066.0
JMTES,1,3,Gulley,4430656546,ELA,Summer 2025,1056.0
JMTES,1,3,Gulley,4430656546,ELA,Fall 2025,1054.0
JMTES,1,3,Gulley,4430656546,ELA,Winter 2025,1047.0
JMTES,1,3,Gulley,4430656546,ELA,Summer 2026,1067.0
JMTES,1,3,Gulley,4430656546,Math,Summer 2025,1064.0
JMTES,1,3,Gulley,4430656546,Math,Fall 2025,1045.0
JMTES,1,3,Gulley,4430656546,Math,Winter 2025,1066.0
JMTES,1,3,Gulley,4430656546,Math,Summer 2026,1074.0
JMTES,1,3,Gulley,4430656546,Science,Fall 2025,1046.0
JMTES,1,3,Gulley,4430656546,Science,Winter 2025,1059.0
JMTES,1,3,Gulley,4430656546,Science,Summer 2026,1063.0
JMTES,1,3,Taylor,3638166235,ELA,Summer 2025,1044.0
JMTES,1,3,Taylor,3638166235,ELA,Fall 2025,1041.0
JMTES,1,3,Taylor,3638166235,ELA,Winter 2025,1057.0
JMTES,1,3,Taylor,3638166235,ELA,Summer 2026,1048.0
JMTES,1,3,Taylor,3638166235,Math,Summer 2025,1052.0
JMTES,1,3,Taylor,3638166235,Math,Fall 2025,1041.0
JMTES,1,3,Taylor,3638166235,Math,Winter 2025,1045.0
JMTES,1,3,Taylor,3638166235,Math,Summer 2026,1048.0
JMTES,1,3,Taylor,3638166235,Science,Fall 2025,1049.0
JMTES,1,3,Taylor,3638166235,Science,Winter 2025,1052.0
JMTES,1,3,Taylor,3638166235,Science,Summer 2026,1049.0
JMTES,1,3,Moss,5261838856,ELA,Fall 2025,1047.0
JMTES,1,3,Moss,5261838856,ELA,Winter 2025,1053.0
JMTES,1,3,Moss,5261838856,ELA,Summer 2026,1064.0
JMTES,1,3,Moss,5261838856,Math,Fall 2025,1033.0
JMTES,1,3,Moss,5261838856,Math,Winter 2025,1046.0
JMTES,1,3,Moss,5261838856,Math,Summer 2026,1044.0
JMTES,1,3,Moss,5261838856,Science,Fall 2025,1033.0
JMTES,1,3,Moss,5261838856,Science,Winter 2025,1047.0
JMTES,1,3,Moss,5261838856,Science,Summer 2026,1047.0
JMTES,1,3,Taylor,7325087844,ELA,Summer 2025,1070.0
JMTES,1,3,Taylor,7325087844,ELA,Fall 2025,1057.0
JMTES,1,3,Taylor,7325087844,ELA,Winter 2025,1062.0
JMTES,1,3,Taylor,7325087844,ELA,Summer 2026,1059.0
JMTES,1,3,Taylor,7325087844,Math,Summer 2025,1056.0
JMTES,1,3,Taylor,7325087844,Math,Fall 2025,1049.0
JMTES,1,3,Taylor,7325087844,Math,Winter 2025,1048.0
JMTES,1,3,Taylor,7325087844,Math,Summer 2026,1065.0
JMTES,1,3,Taylor,7325087844,Science,Fall 2025,1042.0
JMTES,1,3,Taylor,7325087844,Science,Winter 2025,1051.0
JMTES,1,3,Taylor,7325087844,Science,Summer 2026,1062.0
JMTES,1,3,Lovell,5040056053,ELA,Summer 2025,1072.0
JMTES,1,3,Lovell,5040056053,ELA,Fall 2025,1055.0
JMTES,1,3,Lovell,5040056053,ELA,Winter 2025,1067.0
JMTES,1,3,Lovell,5040056053,ELA,Summer 2026,1057.0
JMTES,1,3,Lovell,5040056053,Math,Summer 2025,1047.0
JMTES,1,3,Lovell,5040056053,Math,Fall 2025,1028.0
JMTES,1,3,Lovell,5040056053,Math,Winter 2025,1039.0
JMTES,1,3,Lovell,5040056053,Math,Summer 2026,1042.0
JMTES,1,3,Lovell,5040056053,Science,Fall 2025,1038.0
JMTES,1,3,Lovell,5040056053,Science,Winter 2025,1056.0
JMTES,1,3,Lovell,5040056053,Science,Summer 2026,1051.0
JMTES,1,3,Taylor,1005508024,ELA,Summer 2025,1000.0
JMTES,1,3,Taylor,1005508024,ELA,Fall 2025,1029.0
JMTES,1,3,Taylor,1005508024,ELA,Winter 2025,1024.0
JMTES,1,3,Taylor,1005508024,ELA,Summer 2026,1031.0
JMTES,1,3,Taylor,1005508024,Math,Summer 2025,1026.0
JMTES,1,3,Taylor,1005508024,Math,Fall 2025,1005.0
JMTES,1,3,Taylor,1005508024,Math,Winter 2025,1026.0
JMTES,1,3,Taylor,1005508024,Math,Summer 2026,1000.0
JMTES,1,3,Taylor,1005508024,Science,Fall 2025,1033.0
JMTES,1,3,Taylor,1005508024,Science,Winter 2025,1020.0
JMTES,1,3,Taylor,1005508024,Science,Summer 2026,1032.0
JMTES,1,3,Moss,8878221168,ELA,Summer 2025,1035.0
JMTES,1,3,Moss,8878221168,ELA,Fall 2025,1028.0
JMTES,1,3,Moss,8878221168,ELA,Winter 2025,1038.0
JMTES,1,3,Moss,8878221168,ELA,Summer 2026,1037.0
JMTES,1,3,Moss,8878221168,Math,Summer 2025,1050.0
JMTES,1,3,Moss,8878221168,Math,Fall 2025,1034.0
JMTES,1,3,Moss,8878221168,Math,Winter 2025,1045.0
JMTES,1,3,Moss,8878221168,Math,Summer 2026,1057.0
JMTES,1,3,Moss,8878221168,Science,Fall 2025,1056.0
JMTES,1,3,Moss,8878221168,Science,Winter 2025,1045.0
JMTES,1,3,Moss,8878221168,Science,Summer 2026,1063.0
JMTES,1,3,Moss,6460820376,ELA,Summer 2025,1048.0
JMTES,1,3,Moss,6460820376,ELA,Fall 2025,1029.0
JMTES,1,3,Moss,6460820376,ELA,Winter 2025,1033.0
JMTES,1,3,Moss,6460820376,ELA,Summer 2026,1049.0
JMTES,1,3,Moss,6460820376,Math,Summer 2025,1026.0
JMTES,1,3,Moss,6460820376,Math,Fall 2025,1017.0
JMTES,1,3,Moss,6460820376,Math,Winter 2025,1021.0
JMTES,1,3,Moss,6460820376,Math,Summer 2026,1031.0
JMTES,1,3,Moss,6460820376,Science,Fall 2025,1022.0
JMTES,1,3,Moss,6460820376,Science,Winter 2025,1030.0
JMTES,1,3,Moss,6460820376,Science,Summer 2026,1049.0
JMTES,1,3,Taylor,8155034635,ELA,Summer 2025,1056.0
JMTES,1,3,Taylor,8155034635,ELA,Fall 2025,1034.0
JMTES,1,3,Taylor,8155034635,ELA,Winter 2025,1038.0
JMTES,1,3,Taylor,8155034635,ELA,Summer 2026,1054.0
JMTES,1,3,Taylor,8155034635,Math,Summer 2025,1041.0
JMTES,1,3,Taylor,8155034635,Math,Fall 2025,1028.0
JMTES,1,3,Taylor,8155034635,Math,Winter 2025,1034.0
JMTES,1,3,Taylor,8155034635,Math,Summer 2026,1046.0
JMTES,1,3,Taylor,8155034635,Science,Fall 2025,1021.0
JMTES,1,3,Taylor,8155034635,Science,Winter 2025,1013.0
JMTES,1,3,Taylor,8155034635,Science,Summer 2026,1052.0
JMTES,1,3,Taylor,5871273515,ELA,Summer 2025,1069.0
JMTES,1,3,Taylor,5871273515,ELA,Fall 2025,1042.0
JMTES,1,3,Taylor,5871273515,ELA,Winter 2025,1054.0
JMTES,1,3,Taylor,5871273515,ELA,Summer 2026,1050.0
JMTES,1,3,Taylor,5871273515,Math,Summer 2025,1046.0
JMTES,1,3,Taylor,5871273515,Math,Fall 2025,1018.0
JMTES,1,3,Taylor,5871273515,Math,Winter 2025,1040.0
JMTES,1,3,Taylor,5871273515,Math,Summer 2026,1052.0
JMTES,1,3,Taylor,5871273515,Science,Fall 2025,1038.0
JMTES,1,3,Taylor,5871273515,Science,Winter 2025,1047.0
JMTES,1,3,Taylor,5871273515,Science,Summer 2026,1046.0
JMTES,1,3,Moss,2166744047,ELA,Summer 2025,1079.0
JMTES,1,3,Moss,2166744047,ELA,Fall 2025,1056.0
JMTES,1,3,Moss,2166744047,ELA,Winter 2025,1073.0
JMTES,1,3,Moss,2166744047,ELA,Summer 2026,1079.0
JMTES,1,3,Moss,2166744047,Math,Summer 2025,1051.0
JMTES,1,3,Moss,2166744047,Math,Fall 2025,1036.0
JMTES,1,3,Moss,2166744047,Math,Winter 2025,1047.0
JMTES,1,3,Moss,2166744047,Math,Summer 2026,1060.0
JMTES,1,3,Moss,2166744047,Science,Fall 2025,1068.0
JMTES,1,3,Moss,2166744047,Science,Winter 2025,1056.0
JMTES,1,3,Moss,2166744047,Science,Summer 2026,1063.0
JMTES,1,3,Lovell,8718711081,ELA,Summer 2025,1042.0
JMTES,1,3,Lovell,8718711081,ELA,Fall 2025,1031.0
JMTES,1,3,Lovell,8718711081,ELA,Winter 2025,1042.0
JMTES,1,3,Lovell,8718711081,ELA,Summer 2026,1035.0
JMTES,1,3,Lovell,8718711081,Math,Summer 2025,1032.0
JMTES,1,3,Lovell,8718711081,Math,Fall 2025,1022.0
JMTES,1,3,Lovell,8718711081,Math,Winter 2025,1032.0
JMTES,1,3,Lovell,8718711081,Math,Summer 2026,1019.0
JMTES,1,3,Lovell,8718711081,Science,Fall 2025,1034.0
JMTES,1,3,Lovell,8718711081,Science,Winter 2025,1044.0
JMTES,1,3,Lovell,8718711081,Science,Summer 2026,1042.0
JMTES,1,3,Taylor,8510563131,ELA,Summer 2025,1041.0
JMTES,1,3,Taylor,8510563131,ELA,Fall 2025,1025.0
JMTES,1,3,Taylor,8510563131,ELA,Winter 2025,1038.0
JMTES,1,3,Taylor,8510563131,ELA,Summer 2026,1039.0
JMTES,1,3,Taylor,8510563131,Math,Summer 2025,1042.0
JMTES,1,3,Taylor,8510563131,Math,Fall 2025,1023.0
JMTES,1,3,Taylor,8510563131,Math,Winter 2025,1038.0
JMTES,1,3,Taylor,8510563131,Math,Summer 2026,1039.0
JMTES,1,3,Taylor,8510563131,Science,Fall 2025,1029.0
JMTES,1,3,Taylor,8510563131,Science,Winter 2025,1047.0
JMTES,1,3,Taylor,8510563131,Science,Summer 2026,1039.0
JMTES,1,3,Lovell,5753066347,ELA,Summer 2025,1037.0
JMTES,1,3,Lovell,5753066347,ELA,Fall 2025,1030.0
JMTES,1,3,Lovell,5753066347,ELA,Winter 2025,1034.0
JMTES,1,3,Lovell,5753066347,ELA,Summer 2026,1018.0
JMTES,1,3,Lovell,5753066347,Math,Summer 2025,1033.0
JMTES,1,3,Lovell,5753066347,Math,Fall 2025,1020.0
JMTES,1,3,Lovell,5753066347,Math,Winter 2025,1020.0
JMTES,1,3,Lovell,5753066347,Math,Summer 2026,1034.0
JMTES,1,3,Lovell,5753066347,Science,Winter 2025,1039.0
JMTES,1,3,Lovell,5753066347,Science,Summer 2026,1048.0
JMTES,1,3,Moss,1317676521,ELA,Summer 2025,1039.0
JMTES,1,3,Moss,1317676521,ELA,Fall 2025,1027.0
JMTES,1,3,Moss,1317676521,ELA,Winter 2025,1038.0
JMTES,1,3,Moss,1317676521,ELA,Summer 2026,1036.0
JMTES,1,3,Moss,1317676521,Math,Summer 2025,1041.0
JMTES,1,3,Moss,1317676521,Math,Fall 2025,1020.0
JMTES,1,3,Moss,1317676521,Math,Winter 2025,1033.0
JMTES,1,3,Moss,1317676521,Math,Summer 2026,1042.0
JMTES,1,3,Moss,1317676521,Science,Fall 2025,1032.0
JMTES,1,3,Moss,1317676521,Science,Winter 2025,1024.0
JMTES,1,3,Moss,1317676521,Science,Summer 2026,1030.0
JMTES,1,3,Moss,6426611766,ELA,Fall 2025,1053.0
JMTES,1,3,Moss,6426611766,ELA,Winter 2025,1060.0
JMTES,1,3,Moss,6426611766,ELA,Summer 2026,1063.0
JMTES,1,3,Moss,6426611766,Math,Fall 2025,1047.0
JMTES,1,3,Moss,6426611766,Math,Winter 2025,1056.0
JMTES,1,3,Moss,6426611766,Math,Summer 2026,1066.0
JMTES,1,3,Moss,6426611766,Science,Fall 2025,1072.0
JMTES,1,3,Moss,6426611766,Science,Winter 2025,1065.0
JMTES,1,3,Moss,6426611766,Science,Summer 2026,1068.0
JMTES,1,3,Gulley,1274473643,ELA,Summer 2025,1055.0
JMTES,1,3,Gulley,1274473643,ELA,Fall 2025,1036.0
JMTES,1,3,Gulley,1274473643,ELA,Winter 2025,1059.0
JMTES,1,3,Gulley,1274473643,ELA,Summer 2026,1071.0
JMTES,1,3,Gulley,1274473643,Math,Summer 2025,1080.0
JMTES,1,3,Gulley,1274473643,Math,Fall 2025,1046.0
JMTES,1,3,Gulley,1274473643,Math,Winter 2025,1061.0
JMTES,1,3,Gulley,1274473643,Math,Summer 2026,1069.0
JMTES,1,3,Gulley,1274473643,Science,Fall 2025,1050.0
JMTES,1,3,Gulley,1274473643,Science,Winter 2025,1045.0
JMTES,1,3,Gulley,1274473643,Science,Summer 2026,1058.0
JMTES,1,3,Moss,7261625061,ELA,Fall 2025,1042.0
JMTES,1,3,Moss,7261625061,ELA,Winter 2025,1042.0
JMTES,1,3,Moss,7261625061,ELA,Summer 2026,1059.0
JMTES,1,3,Moss,7261625061,Math,Fall 2025,1025.0
JMTES,1,3,Moss,7261625061,Math,Winter 2025,1024.0
JMTES,1,3,Moss,7261625061,Math,Summer 2026,1042.0
JMTES,1,3,Moss,7261625061,Science,Fall 2025,1041.0
JMTES,1,3,Moss,7261625061,Science,Winter 2025,1031.0
JMTES,1,3,Moss,7261625061,Science,Summer 2026,1035.0
JMTES,1,3,Gulley,3518082722,ELA,Summer 2025,1053.0
JMTES,1,3,Gulley,3518082722,ELA,Winter 2025,1037.0
JMTES,1,3,Gulley,3518082722,ELA,Summer 2026,1052.0
JMTES,1,3,Gulley,3518082722,Math,Summer 2025,1054.0
JMTES,1,3,Gulley,3518082722,Math,Winter 2025,1050.0
JMTES,1,3,Gulley,3518082722,Math,Summer 2026,1052.0
JMTES,1,3,Gulley,3518082722,Science,Winter 2025,1044.0
JMTES,1,3,Gulley,3518082722,Science,Summer 2026,1046.0
JMTES,1,3,Taylor,6227730286,ELA,Summer 2025,1083.0
JMTES,1,3,Taylor,6227730286,ELA,Fall 2025,1070.0
JMTES,1,3,Taylor,6227730286,ELA,Winter 2025,1090.0
JMTES,1,3,Taylor,6227730286,ELA,Summer 2026,1078.0
JMTES,1,3,Taylor,6227730286,Math,Summer 2025,1078.0
JMTES,1,3,Taylor,6227730286,Math,Fall 2025,1055.0
JMTES,1,3,Taylor,6227730286,Math,Winter 2025,1069.0
JMTES,1,3,Taylor,6227730286,Math,Summer 2026,1074.0
JMTES,1,3,Taylor,6227730286,Science,Fall 2025,1063.0
JMTES,1,3,Taylor,6227730286,Science,Winter 2025,1085.0
JMTES,1,3,Taylor,6227730286,Science,Summer 2026,1086.0
JMTES,1,3,Lovell,8340434623,ELA,Summer 2025,1044.0
JMTES,1,3,Lovell,8340434623,ELA,Fall 2025,1031.0
JMTES,1,3,Lovell,8340434623,ELA,Winter 2025,1048.0
JMTES,1,3,Lovell,8340434623,ELA,Summer 2026,1054.0
JMTES,1,3,Lovell,8340434623,Math,Summer 2025,1059.0
JMTES,1,3,Lovell,8340434623,Math,Fall 2025,1038.0
JMTES,1,3,Lovell,8340434623,Math,Winter 2025,1036.0
JMTES,1,3,Lovell,8340434623,Math,Summer 2026,1053.0
JMTES,1,3,Lovell,8340434623,Science,Fall 2025,1038.0
JMTES,1,3,Lovell,8340434623,Science,Winter 2025,1045.0
JMTES,1,3,Lovell,8340434623,Science,Summer 2026,1055.0
JMTES,1,3,Taylor,5086368406,ELA,Summer 2025,1070.0
JMTES,1,3,Taylor,5086368406,ELA,Fall 2025,1041.0
JMTES,1,3,Taylor,5086368406,ELA,Winter 2025,1048.0
JMTES,1,3,Taylor,5086368406,ELA,Summer 2026,1063.0
